account_name,nsbi_sector,deal_type,nsbi_financial_contribution,city,nsbi_county,postal_code,fiscal_year,longitude,latitude,coordinates
Guild Software Inc,Business Services,Export Growth Program,11350,Bedford,Halifax Regional Municipality,B4A1E6,2018 - 2019,-63.657959,44.731599,POINT (-63.657959 44.731599)
Atlantex Limited,Advanced Manufacturing,Export Growth Program,2482,Head Of Chezzetcook,Halifax Regional Municipality,B0J1N0,2018 - 2019,-64.326325,44.375846,POINT (-64.326325 44.375846)
Bandha Nutrition Products,Agri-food,Export Growth Program,2295,Halifax,Halifax Regional Municipality,B3J1Z2,2018 - 2019,-63.571931,44.643044,POINT (-63.571931 44.643044)
Boxing Rock Brewing Co,Advanced Manufacturing,Export Growth Program,13720,Shelburne,Shelburne,B0T1W0,2018 - 2019,-65.41816,43.66134,POINT (-65.41816 43.66134)
Breton SmarTek Inc,ICT (includes Digital Media),Export Growth Program,9108,Sydney,Cape Breton,B1P6H1,2018 - 2019,-60.224927,46.083532,POINT (-60.224927 46.083532)
Dormie Golf Workshop Inc.,Advanced Manufacturing,Export Growth Program,8568,Halifax,Halifax Regional Municipality,B3K2Y3,2018 - 2019,-63.590301,44.660963,POINT (-63.590301 44.660963)
Dynamic Systems Analysis Ltd.,Oceans Technology,Export Growth Program,6725,Halifax,Halifax Regional Municipality,B3K4X8,2018 - 2019,-63.614939,44.661614,POINT (-63.614939 44.661614)
Ednaturals Bar,Agri-food,Export Growth Program,4620,Halifax,Halifax Regional Municipality,B3P1H5,2018 - 2019,-63.610642,44.617409,POINT (-63.610642 44.617409)
InterTalk Critical Information Systems Inc,ICT (includes Digital Media),Export Growth Program,5800,Dartmouth,Halifax Regional Municipality,B3B1J4,2018 - 2019,-63.611144,44.704132,POINT (-63.611144 44.704132)
Magic Rock Productions,Film Production,Export Growth Program,5000,Halifax,Halifax Regional Municipality,B3J1K9,2018 - 2019,-63.575676,44.645676,POINT (-63.575676 44.645676)
Marcato Digital Solutions Inc,ICT (includes Digital Media),Export Growth Program,8175,Sydney,Cape Breton,B1P6J1,2018 - 2019,-60.224927,46.083533,POINT (-60.224927 46.083533)
Mersey Consulting Ltd,Energy,Export Growth Program,10025,Shad Bay,Halifax Regional Municipality,B3T2B5,2018 - 2019,-63.78345074,44.52367796,POINT (-63.78345074 44.52367796)
Mil-Aero Electronics Atlantic Inc,Advanced Manufacturing,Export Growth Program,2660,Dartmouth,Halifax Regional Municipality,B2Y4V9,2018 - 2019,-63.540249,44.657211,POINT (-63.540249 44.657211)
Partner International Inc,Business Services,Export Growth Program,15000,Dartmouth,Halifax Regional Municipality,B2Y4T6,2018 - 2019,-63.544976,44.661923,POINT (-63.544976 44.661923)
Stark International Inc,Energy,Export Growth Program,13703,New Glasgow,Pictou,B2H2T3,2018 - 2019,-62.6438518,45.58895964,POINT (-62.6438518 45.58895964)
Capital Seafood International Incorporated,Fish & Seafood Processing,Export Growth Program,15000,Eastern Passage,Halifax Regional Municipality,B3G1M5,2018 - 2019,-63.492851,44.61556,POINT (-63.492851 44.61556)
3231974 NOVA SCOTIA LIMITED o/a Do Lobster,Fish & Seafood Processing,Export Growth Program,6151,Eastern Passage,Halifax Regional Municipality,B3G1M4,2018 - 2019,-63.494322,44.612474,POINT (-63.494322 44.612474)
Aerotec Engines Limited,Advanced Manufacturing,Export Growth Program,12700,Beaver Bank,Halifax Regional Municipality,B4G1A6,2018 - 2019,-63.696482,44.821286,POINT (-63.696482 44.821286)
CBCL Limited,Energy,Export Growth Program,14820,Halifax,Halifax Regional Municipality,B3J2R7,2018 - 2019,-63.572435,44.651581,POINT (-63.572435 44.651581)
Clerisy Management Group Limited,Film Production,Export Growth Program,5500,Dartmouth,Halifax Regional Municipality,B3B1W9,2018 - 2019,-63.579685,44.69696,POINT (-63.579685 44.69696)
Cribcut,ICT (includes Digital Media),Export Growth Program,9375,Halifax,Halifax Regional Municipality,B3J3R7,2018 - 2019,-63.57614729,44.65208895,POINT (-63.57614729 44.65208895)
Current Studios Inc,ICT (includes Digital Media),Export Growth Program,15768,Halifax,Halifax Regional Municipality,B3J3X8,2018 - 2019,-63.576767,44.64669,POINT (-63.576767 44.64669)
Dugo Systems Inc,ICT (includes Digital Media),Export Growth Program,3600,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
East Coast School of Languages (ECSL),Business Services,Export Growth Program,4519,Halifax,Halifax Regional Municipality,B3J1V6,2018 - 2019,-63.571891,44.646015,POINT (-63.571891 44.646015)
Fit First Holdings Inc.,Business Services,Export Growth Program,4400,Dartmouth,Halifax Regional Municipality,B3B1X2,2018 - 2019,-63.595848,44.710189,POINT (-63.595848 44.710189)
Iris Booth Incorporated,Business Services,Export Growth Program,11041,Halifax,Halifax Regional Municipality,B3K2Z8,2018 - 2019,-63.581653,44.651755,POINT (-63.581653 44.651755)
Lorax Systems Inc,Energy,Export Growth Program,10024,Dartmouth,Halifax Regional Municipality,B3B1S8,2018 - 2019,-63.588536,44.700833,POINT (-63.588536 44.700833)
Retail Deep,ICT (includes Digital Media),Export Growth Program,3675,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Tucan Olive Oil Company Ltd,Agri-food,Export Growth Program,2699,Dartmouth,Halifax Regional Municipality,B2W2P8,2018 - 2019,-63.519127,44.672757,POINT (-63.519127 44.672757)
4Deep Inwater Imaging,Oceans Technology,Export Growth Program,15000,Halifax,Halifax Regional Municipality,B4B1G2,2018 - 2019,-63.741086,44.724533,POINT (-63.741086 44.724533)
Arcadia Entertainment Inc.,Film Production,Export Growth Program,10109,Halifax,Halifax Regional Municipality,B3L1A9,2018 - 2019,-63.601752,44.644087,POINT (-63.601752 44.644087)
Bend Beauty Inc.,Life Sciences,Export Growth Program,9500,Halifax,Halifax Regional Municipality,B3J1C7,2018 - 2019,-63.577291,44.639639,POINT (-63.577291 44.639639)
Beta Glucan Company of Canada Inc.,Life Sciences,Export Growth Program,2150,Halifax,Halifax Regional Municipality,B3H4N3,2018 - 2019,-63.578083,44.629216,POINT (-63.578083 44.629216)
BlockCrushr Inc.,ICT (includes Digital Media),Export Growth Program,9200,Halifax,Halifax Regional Municipality,B3L2W4,2018 - 2019,-63.608409,44.653374,POINT (-63.608409 44.653374)
Boondoc Technologies Inc (The Rounds),ICT (includes Digital Media),Export Growth Program,18220,Halifax,Halifax Regional Municipality,B3K4X5,2018 - 2019,-63.611268,44.662185,POINT (-63.611268 44.662185)
C Squared Project Management Services Ltd.,Engineering & Professional,Export Growth Program,5275,Bedford,Halifax Regional Municipality,B4A0B4,2018 - 2019,-63.681376,44.710595,POINT (-63.681376 44.710595)
Copernicus Labs Inc,ICT (includes Digital Media),Export Growth Program,13201,Halifax,Halifax Regional Municipality,B3J3P1,2018 - 2019,-63.616146,44.674409,POINT (-63.616146 44.674409)
Eosense Inc,Energy,Export Growth Program,5460,Dartmouth,Halifax Regional Municipality,B3B1E8,2018 - 2019,-63.613528,44.694128,POINT (-63.613528 44.694128)
Innovative Fishery Products Inc,Fish & Seafood Processing,Export Growth Program,1515,Belliveau Cove,Digby,B0W1J0,2018 - 2019,-66.072105,44.357602,POINT (-66.072105 44.357602)
ITO Seafoods Ltd,Fish & Seafood Processing,Export Growth Program,7400,Halifax,Halifax Regional Municipality,B3J3R3,2018 - 2019,-63.56899455,44.64269727,POINT (-63.56899455 44.64269727)
Momentum IT Group,ICT (includes Digital Media),Export Growth Program,10566,Halifax,Halifax Regional Municipality,B3J1Y2,2018 - 2019,-63.570421,44.64012,POINT (-63.570421 44.64012)
Nautical Seafoods Ltd,Fish & Seafood Processing,Export Growth Program,1950,Clementsport,Annapolis,B0S1K0,2018 - 2019,-65.744945,44.705351,POINT (-65.744945 44.705351)
Prism Tradeshow Products Inc.,Advanced Manufacturing,Export Growth Program,14625,Dartmouth,Halifax Regional Municipality,B2Y4M9,2018 - 2019,-63.542698,44.660305,POINT (-63.542698 44.660305)
"Sufata Software Solutions, Inc",ICT (includes Digital Media),Export Growth Program,14537,Hammonds Plains,Halifax Regional Municipality,B4B1E4,2018 - 2019,-63.740718,44.725204,POINT (-63.740718 44.725204)
Trip Ninja,ICT (includes Digital Media),Export Growth Program,3750,Halifax,Halifax Regional Municipality,B3J2V1,2018 - 2019,-63.645986,44.648416,POINT (-63.645986 44.648416)
Uplift Content Inc,ICT (includes Digital Media),Export Growth Program,5750,Dartmouth,Halifax Regional Municipality,B2Y2G6,2018 - 2019,-63.553251,44.661883,POINT (-63.553251 44.661883)
Verb Interactive Inc.,Business Services,Export Growth Program,14970,Halifax,Halifax Regional Municipality,B3J2A2,2018 - 2019,-63.573726,44.646512,POINT (-63.573726 44.646512)
Wired Flare Inc,Business Services,Export Growth Program,9412,Dartmouth,Halifax Regional Municipality,B2V1N4,2018 - 2019,-63.456788,44.681162,POINT (-63.456788 44.681162)
Ocean Entertainment Ltd.,Film Production,Export Growth Program,15000,Halifax,Halifax Regional Municipality,B3K4T9,2018 - 2019,-63.593521,44.650817,POINT (-63.593521 44.650817)
Pisces Research Project Management Inc,Business Services,Export Growth Program,2065,Halifax,Halifax Regional Municipality,B3K2L9,2018 - 2019,-63.603725,44.669255,POINT (-63.603725 44.669255)
Survival Systems Ltd,Oceans Technology,Export Growth Program,7390,Dartmouth,Halifax Regional Municipality,B2Y4W6,2018 - 2019,-63.539046,44.6562,POINT (-63.539046 44.6562)
Web Builders Group Inc,ICT (includes Digital Media),Export Growth Program,10350,New Glasgow,Pictou,B2H2P6,2018 - 2019,-62.644931,45.587924,POINT (-62.644931 45.587924)
HB Studios Multimedia Ltd,ICT (includes Digital Media),Export Growth Program,15000,New Germany,Lunenburg,B0R1E0,2018 - 2019,-64.620343,44.469069,POINT (-64.620343 44.469069)
Dartmouth Metals and Bottle Limited,Advanced Manufacturing,Innovation Rebate Program,596613,Dartmouth,Halifax Regional Municipality,B3B1H9,2018 - 2019,-63.607766,44.702958,POINT (-63.607766 44.702958)
"Kenney & Ross, Limited",Advanced Manufacturing,Innovation Rebate Program,636884,Shelburne,Shelburne,B0T1W0,2018 - 2019,-65.41816,43.66134,POINT (-65.41816 43.66134)
Ocean Crisp Apple Company Incorporated,Agri-food,Innovation Rebate Program,1168766,Kentville,Kings,B4N3V7,2018 - 2019,-64.547804,45.067163,POINT (-64.547804 45.067163)
Surrette Battery Company Limited,Advanced Manufacturing,Innovation Rebate Program,1200248,Springhill,Cumberland,B0M1X0,2018 - 2019,-64.034548,45.664595,POINT (-64.034548 45.664595)
Benjamin Bridge Vineyards,Agri-food,Innovation Rebate Program,1317375,Wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
John Ross & Sons Ltd.,Advanced Manufacturing,Innovation Rebate Program,1070296,Halifax,Halifax Regional Municipality,B3S1B3,2018 - 2019,-63.663711,44.637971,POINT (-63.663711 44.637971)
Canadian Maritime Engineering Limited,Advanced Manufacturing,Innovation Rebate Program,756473,North Sydney,Cape Breton,B2A1B5,2018 - 2019,-60.250051,46.207792,POINT (-60.250051 46.207792)
Maritime Labels & Packaging,Advanced Manufacturing,Innovation Rebate Program,540335,Bedford,Halifax Regional Municipality,B4B1G7,2018 - 2019,-63.707864,44.725286,POINT (-63.707864 44.725286)
Kohltech International Ltd,Advanced Manufacturing,Innovation Rebate Program,843388,Debert,Colchester,B0M1G0,2018 - 2019,-63.531392,45.468637,POINT (-63.531392 45.468637)
Agropur Cooperative,Agri-food,Innovation Rebate Program,1843776,Truro,Colchester,B2N6W9,2018 - 2019,-63.28926512,45.34069389,POINT (-63.28926512 45.34069389)
Scotian Gold Cooperative Ltd,Agri-food,Innovation Rebate Program,477333,Coldbrook,Kings,B4R1A6,2018 - 2019,-64.5855291,45.0650474,POINT (-64.5855291 45.0650474)
Oxford Frozen Foods Ltd,Agri-food,Innovation Rebate Program,702205,Oxford,Cumberland,B0M1P0,2018 - 2019,-63.849946,45.810473,POINT (-63.849946 45.810473)
Michelin North America (Canada) Inc - Granton,Advanced Manufacturing,Innovation Rebate Program,3569500,New Glasgow,Pictou,B2H5E6,2018 - 2019,-62.639785,45.609213,POINT (-62.639785 45.609213)
AF Theriault & Son Ltd.,Advanced Manufacturing,Innovation Rebate Program,1536878,Meteghan River,Digby,B0W2L0,2018 - 2019,-66.119502,44.221552,POINT (-66.119502 44.221552)
Kilo Communications Inc,ICT (includes Digital Media),P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3K1N1,2018 - 2019,-63.592032,44.656647,POINT (-63.592032 44.656647)
The Lobster Trap Company Limited,Oceans Technology,P&I Voucher,25000,Yarmouth,Yarmouth,B5A4B4,2018 - 2019,-66.118319,43.842674,POINT (-66.118319 43.842674)
Airesun Global Limited,Chemicals & Plastics,P&I Voucher,15000,Glace Bay,Cape Breton,B1A4S6,2018 - 2019,-59.991669,46.206353,POINT (-59.991669 46.206353)
Hivetronics Limited,Agri-food,P&I Voucher,15000,Dartmouth,Halifax Regional Municipality,B2W4Z3,2018 - 2019,-63.503976,44.686741,POINT (-63.503976 44.686741)
Photodynamic Incorporated,Life Sciences,P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3H1A8,2018 - 2019,-63.573789,44.624478,POINT (-63.573789 44.624478)
NeoThermal Energy Storage Inc,Energy,P&I Voucher,15000,Bridgewater,Lunenburg,B4V1P4,2018 - 2019,-64.523942,44.378324,POINT (-64.523942 44.378324)
Scotia Garden Seafoods Inc,Fish & Seafood Processing,P&I Voucher,15000,Yarmouth,Yarmouth,B5A4B1,2018 - 2019,-66.121483,43.816747,POINT (-66.121483 43.816747)
Axem Neurotechnology Inc.,Life Sciences,P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Focal Research Consultants Limited,Business Services,P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3L2C2,2018 - 2019,-63.627898,44.653612,POINT (-63.627898 44.653612)
Nova Aquaponics Incorporated,Advanced Manufacturing,P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3M3Y8,2018 - 2019,-63.667551,44.676453,POINT (-63.667551 44.676453)
FoodByte Inc,ICT (includes Digital Media),P&I Voucher,15000,Wolfville,Kings,B4P2R6,2018 - 2019,-64.36820119,45.0890494,POINT (-64.36820119 45.0890494)
Louisbourg Seafoods Ltd,Fish & Seafood Processing,P&I Voucher,15000,Louisbourg,Cape Breton,B1C1B5,2018 - 2019,-59.97144562,45.91905461,POINT (-59.97144562 45.91905461)
Baie Run Pet Products Inc,Agri-food,P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3J3N2,2018 - 2019,-63.57606155,44.65201157,POINT (-63.57606155 44.65201157)
Dugo Systems Inc,ICT (includes Digital Media),P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3J3K5,2018 - 2019,-63.572554,44.644489,POINT (-63.572554 44.644489)
Aurea Technologies Inc,Energy,P&I Voucher,15000,Glen Haven,Halifax Regional Municipality,B3Z2V7,2018 - 2019,-63.740414,44.657359,POINT (-63.740414 44.657359)
D.M.R. Boat Design Limited,Oceans Technology,P&I Voucher,15000,Whites Lake,Halifax Regional Municipality,B3T1X3,2018 - 2019,-63.737267,44.507267,POINT (-63.737267 44.507267)
Cape Breton Bivalve Inc,Fish & Seafood Processing,P&I Voucher,15000,Louisbourg,Cape Breton,B1C2L8,2018 - 2019,-59.976684,45.918232,POINT (-59.976684 45.918232)
Velsoft Training Materials Inc,ICT (includes Digital Media),P&I Voucher,15000,New Glasgow,Pictou,B2H2P8,2018 - 2019,-62.64523,45.587057,POINT (-62.64523 45.587057)
Grey Lit Matters Inc,ICT (includes Digital Media),P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3P1A8,2018 - 2019,-63.608219,44.630968,POINT (-63.608219 44.630968)
F L Action/Reaction Sports,Advanced Manufacturing,P&I Voucher,25000,Arcadia,Yarmouth,B0W1B0,2018 - 2019,-65.994395,43.749188,POINT (-65.994395 43.749188)
Heritage Memorials Limited,Agri-food,P&I Voucher,25000,Windsor,Hants,B0N2T0,2018 - 2019,-64.318054,44.819594,POINT (-64.318054 44.819594)
Boxing Rock Brewing Co,Advanced Manufacturing,P&I Voucher,15000,Shelburne,Shelburne,B0T1W0,2018 - 2019,-65.41816,43.66134,POINT (-65.41816 43.66134)
The 7 Virtues Beauty Inc,Advanced Manufacturing,P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3H1B1,2018 - 2019,-63.574296,44.624597,POINT (-63.574296 44.624597)
Duckish Natural Skin Care Limited,Advanced Manufacturing,P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3L1K1,2018 - 2019,-63.595101,44.649822,POINT (-63.595101 44.649822)
Chelation Partners Incorporated,Life Sciences,P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3H3Z1,2018 - 2019,-63.59645,44.637136,POINT (-63.59645 44.637136)
Dykeview Farms Limited,Agri-food,P&I Voucher,15000,Centreville,Kings,B0P1J0,2018 - 2019,-64.680474,45.195976,POINT (-64.680474 45.195976)
Fundy Hops,Agri-food,P&I Voucher,15000,Waterville,Kings,B0P1V0,2018 - 2019,-64.689373,45.149172,POINT (-64.689373 45.149172)
Atlantick Repellent Products Inc.,Chemicals & Plastics,P&I Voucher,25000,Mahone Bay,Lunenburg,B0J2E0,2018 - 2019,-64.307402,44.308292,POINT (-64.307402 44.308292)
Saltbox Brewing Company,Agri-food,P&I Voucher,25000,Mahone Bay,Lunenburg,B0J2E0,2018 - 2019,-64.307402,44.308292,POINT (-64.307402 44.308292)
Sea-Pur Seaweed Products,Agri-food,P&I Voucher,15000,Sydney,Cape Breton,B1S3S4,2018 - 2019,-60.18298,46.110635,POINT (-60.18298 46.110635)
Alto Solar,Energy,P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3L1P9,2018 - 2019,-63.599844,44.652427,POINT (-63.599844 44.652427)
Natural Ocean Products Inc.,ICT (includes Digital Media),P&I Voucher,25000,Halifax,Halifax Regional Municipality,B3V1L9,2018 - 2019,-63.62997,44.469104,POINT (-63.62997 44.469104)
RGI Logistics & Technology Inc.,Advanced Manufacturing,P&I Voucher,15000,New Waterford,Cape Breton,B1H3R7,2018 - 2019,-60.09051595,46.2412227,POINT (-60.09051595 46.2412227)
L'Acadie Vineyards,Agri-food,P&I Voucher,15000,Wolfville,Kings,B4P2R1,2018 - 2019,-64.403589,45.013938,POINT (-64.403589 45.013938)
Stevens Solutions & Design Inc,Advanced Manufacturing,P&I Voucher,15000,Mahone Bay,Lunenburg,B0J2E0,2018 - 2019,-64.307402,44.308292,POINT (-64.307402 44.308292)
Bear River Vineyards Ltd.,Agri-food,P&I Voucher,15000,Bear River,Digby,B0S1B0,2018 - 2019,-65.610454,44.554357,POINT (-65.610454 44.554357)
Deprolabs Technology Inc.,ICT (includes Digital Media),P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3S1G5,2018 - 2019,-63.673695,44.672237,POINT (-63.673695 44.672237)
EOceans Research and Consulting Inc.,Oceans Technology,P&I Voucher,15000,Dartmouth,Halifax Regional Municipality,B2Y1T7,2018 - 2019,-63.555147,44.674503,POINT (-63.555147 44.674503)
Mermaid Fare Inc,Agri-food,P&I Voucher,15000,Dartmouth,Halifax Regional Municipality,B2Y2W1,2018 - 2019,-63.56358,44.667535,POINT (-63.56358 44.667535)
ColorSmith,Life Sciences,P&I Voucher,15000,Halifax,Halifax Regional Municipality,B3H1T1,2018 - 2019,-63.58619,44.636159,POINT (-63.58619 44.636159)
