year,board_council,board_name,school_code,school_name,mail_address_1,city,postal_code,civic_address_1,civic_address_2,civic_postal_code,mobile,fax,email,coordinates
2020-2021,54,Halifax Regional Centre for Education,535,South Woodside,5 Everette Street,Dartmouth,B2W 1G2,5 Everette Street,Dartmouth,B2W 1G2,902-464-2090,902-464-2778,swes@hrce.ca,POINT (-63.540357 44.64497)
2020-2021,53,Chignecto Central Regional Centre for Education,1105,Spring Street Academy,59 Spring Street,Amherst,B4H 1S4,59 Spring Street,Amherst,B4H 1S4,902-661-2499,902-661-2431,JanesH@ccrce.ca,POINT (-64.202732 45.831667)
2020-2021,53,Chignecto Central Regional Centre for Education,658,Springhill Junior-Senior High School,84 Church Street,Springhill,B0M 1X0,84 Church Street,Springhill,B0M 1X0,902-597-4250,902-597-4251,conronb@ccrce.ca,POINT (-64.057157 45.64527)
2020-2021,54,Halifax Regional Centre for Education,593,Springvale Elementary,92 Downs Avenue,Halifax,B3N 1Y6,92 Downs Avenue,Halifax,B3N 1Y6,902-479-4606,902-479-4473,sprvale@hrce.ca,POINT (-63.635491 44.642223)
2020-2021,58,South Shore Regional Centre for Education,1171,SSRCE Adult High School,Box 1974,Liverpool,B0T 1K0,137 Old Bridge Street,Liverpool,B0T 1K0,902-354-7630,902-354-7631,ssilc@ssrce.ca,POINT (-64.714518 44.036525)
2020-2021,58,South Shore Regional Centre for Education,1172,SSRCE Alternate Programs,45 School Street,Mahone Bay,B0J 2E0,45 School Street,Mahone Bay,B0J 2E0,902-624-2101,902-624-2103,ssilc@ssrce.ca,POINT (-64.380841 44.446779)
2020-2021,54,Halifax Regional Centre for Education,575,St. Agnes Junior High,6981 Mumford Road,Halifax,B3L 2H7,6981 Mumford Road,Halifax,B3L 2H7,902-493-5132,902-493-5140,stagnes@hrce.ca,POINT (-63.618723 44.64711)
2020-2021,52,Strait Regional Centre for Education,152,St. Andrew Junior School,2 Appleseed Dr,Antigonish,B2G 3B6,2 Appleseed Dr,Antigonish,B2G 3B6,902-863-3046,902-863-2273,glenn.austen@srce.ca,POINT (-62.009321 45.617528)
2020-2021,52,Strait Regional Centre for Education,149,St. Andrews Consolidated School,3892 Hwy 316,St. Andrews,B0H 1X0,3892 Hwy 316,St. Andrews,B0H 1X0,902-863-2512,902-863-6840,kirk.johnstone@srce.ca,POINT (-61.890072 45.558426)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,561,St. Anne's Elementary School,30 Official Row,Glace Bay,B1A 2W9,30 Official Row,Glace Bay,B1A 2W9,902-849-5661,902-849-1645,tettinger@gnspes.ca,POINT (-59.961838 46.194761)
2020-2021,54,Halifax Regional Centre for Education,577,St. Catherines Elementary,3299 Connolly Street,Halifax,B3L 3P7,3299 Connolly Street,Halifax,B3L 3P7,902-493-5143,902-493-5163,stcath@hrce.ca,POINT (-63.614575 44.655856)
2020-2021,54,Halifax Regional Centre for Education,580,St. Josephs Alexander McKay Elementary,5389 Russell Street,Halifax,B3K 1W8,5389 Russell Street,Halifax,B3K 1W8,902-493-5180,902-493-5186,sjam@hrce.ca,POINT (-63.596019 44.662287)
2020-2021,54,Halifax Regional Centre for Education,940,St. Margarets Bay Elementary,24 Ridgewood Drive,Head of St Margarets Bay,B3Z 2H4,24 Ridgewood Drive,Head of St Margarets Bay,B3Z 2H4,902-826-3300,902-826-3310,smbe@hrce.ca,POINT (-63.896727 44.690857)
2020-2021,59,Tri-County Regional Centre for Education,977,St. Mary's Bay Academy,RR 1,Weymouth,B0W 3T0,4079 Highway 1,St. Bernard,B0W 3T0,902-837-2340,902-837-2345,smba@tcrce.ca,POINT (-66.025765 44.405679)
2020-2021,52,Strait Regional Centre for Education,1160,St. Mary's Education Centre/Academy,PO Box 292,Sherbrooke,B0J 3C0,121 Old Rd Hill,Sherbrooke,B0J 3C0,902-522-2035,902-522-2336,mike.macisaac@srce.ca,POINT (-61.972413 45.150439)
2020-2021,55,Annapolis Valley Regional Centre for Education,54,St. Mary's Elementary School,PO Box 249,Aylesford,B0P 1C0,1276 Victoria Rd,Aylesford,B0P 1C0,902-847-4400,902-847-4404,smes@avrce.ca,POINT (-64.837405 45.029633)
2020-2021,54,Halifax Regional Centre for Education,586,St. Stephens Elementary,3669 Highland Avenue,Halifax,B3K 4L9,3669 Highland Avenue,Halifax,B3K 4L9,902-493-5155,902-493-5158,sses@hrce.ca,POINT (-63.611982 44.668202)
2020-2021,52,Strait Regional Centre for Education,655,Strait Area Education and Recreation Centre,"304 Pitt St, Unit 1",Port Hawkesbury,B9A 2T9,"304 Pitt St, Unit 1",Port Hawkesbury,B9A 2T9,902-625-1929,902-625-1868,Rob.Allen@srce.ca,POINT (-61.354965 45.617771)
2020-2021,54,Halifax Regional Centre for Education,299,Sunnyside Elementary,210 Eaglewood Drive,Bedford,B4A 3E3,210 Eaglewood Drive,Bedford,B4A 3E3,902-832-8983,902-832-8422,sunnyside@hrce.ca,POINT (-63.645418 44.725549)
2020-2021,54,Halifax Regional Centre for Education,307,Sycamore Lane Elementary,69 Sycamore Lane,Lower Sackville,B4C 1E8,69 Sycamore Lane,Lower Sackville,B4C 1E8,902-864-6730,902-864-6734,sles@hrce.ca,POINT (-63.682548 44.774984)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,688,Sydney Academy,49 Terrace St,Sydney,B1P 2L4,49 Terrace St,Sydney,B1P 2L4,902-562-5464,902-564-4472,kdeveaux@gnspes.ca,POINT (-60.180667 46.13776)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,117,Sydney Mines Middle School,596 Main St,Sydney Mines,B1V 2K8,596 Main St,Sydney Mines,B1V 2K8,902-736-8549,902-736-0945,lisaml@gnspes.ca,POINT (-60.221598 46.238686)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,185,Sydney River Elementary School,35 Phillips St,Sydney River,B1S 1M8,35 Phillips St,Sydney River,B1S 1M8,902-567-2144,902-567-0079,kmcnenly@gnspes.ca,POINT (-60.219926 46.103285)
2020-2021,54,Halifax Regional Centre for Education,85,Tallahassee Community,168 Redoubt Way,Eastern Passage,B3G 1E4,168 Redoubt Way,Eastern Passage,B3G 1E4,902-465-8651,902-465-8010,tcs@hrce.ca,POINT (-63.478916 44.608116)
2020-2021,52,Strait Regional Centre for Education,936,Tamarac Education Centre,57 Tamarac Dr,Port Hawkesbury,B9A 3G2,57 Tamarac Dr,Port Hawkesbury,B9A 3G2,902-625-6650,902-625-6654,melaniem.macdonald@srce.ca,POINT (-61.339502 45.622392)
2020-2021,54,Halifax Regional Centre for Education,1186,Tantallon Junior Elementary,1 French Village Station Road,Upper Tantallon,B3Z 1E4,1 French Village Station Road,Upper Tantallon,B3Z 1E4,902-826-1204,902-826-1369,tantallonjr@hrce.ca,POINT (-63.874851 44.690562)
2020-2021,54,Halifax Regional Centre for Education,284,Tantallon Senior Elementary,3 French Village Station Road,Upper Tantallon,B3Z 1E4,3 French Village Station Road,Upper Tantallon,B3Z 1E4,902-826-1200,902-826-1206,tantallon@hrce.ca,POINT (-63.875943 44.690913)
2020-2021,53,Chignecto Central Regional Centre for Education,1195,Tatamagouche Regional Academy,92 Blair Ave,Tatamagouche,B0K 1V0,92 Blair Ave,Tatamagouche,B0K 1V0,902-657-6235,902-657-6210,HolmesB@ccrce.ca,POINT (-63.298645 45.713455)
2020-2021,53,Chignecto Central Regional Centre for Education,428,Thorburn Consolidated School,13 New Row,Thorburn,B0K 1W0,13 New Row,Thorburn,B0K 1W0,902-922-3840,902-922-3844,barkersp@ccrce.ca,POINT (-62.563033 45.561594)
2020-2021,55,Annapolis Valley Regional Centre for Education,360,Three Mile Plains District School,4555 Hwy 1 RR2,Windsor,B0N 2T0,4555 Hwy 1,Three Mile Plains,B0N 2T0,902-792-6720,902-792-6722,tmpds@avrce.ca,POINT (-64.094275 44.964332)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,175,Tompkins Memorial Elementary School,60 Main St,Reserve Mines,B1E 1E5,60 Main St,Reserve Mines,B1E 1E5,902-849-3803,902-849-1586,mcleodm2@gnspes.ca,POINT (-60.019929 46.182222)
2020-2021,53,Chignecto Central Regional Centre for Education,692,Trenton Elementary School,1 Sixth Street,Trenton,B0K 1X0,1 Sixth Street,Trenton,B0K 1X0,902-755-8460,902-755-8466,FortuneM@ccrce.ca,POINT (-62.633541 45.616165)
2020-2021,53,Chignecto Central Regional Centre for Education,690,Trenton Middle School,P.O. Box 10,Trenton,B0K 1X0,37 Dickie Street,Trenton,B0K 1X0,902-755-8440,902-755-8444,ClarkeM@ccrce.ca,POINT (-62.633424 45.613514)
2020-2021,53,Chignecto Central Regional Centre for Education,1146,Truro Elementary School,125 Curtis Drive,Truro,B2N 0C5,125 Curtis Drive,Truro,B2N 0C5,902-896-5755,902-896-5786,LyndsJN@ccrce.ca,POINT (-63.284127 45.34726)
2020-2021,53,Chignecto Central Regional Centre for Education,45,Truro Junior High,445 Young Street,Truro,B2N 7H9,445 Young Street,Truro,B2N 7H9,902-896-5550,902-896-5559,FoxT@ccrce.ca,POINT (-63.273647 45.347624)
2020-2021,53,Chignecto Central Regional Centre for Education,40,Uniacke District School,551 Highway 1,Mount Uniacke,B0N 1Z0,551 Highway 1,Mount Uniacke,B0N 1Z0,902-866-5100,902-866-5105,KingJL2@ccrce.ca,POINT (-63.823825 44.887241)
2020-2021,54,Halifax Regional Centre for Education,349,Upper Musquodoboit Consolidated Elementary,8416 Highway 224,Upper Musquodoboit,B0N 2M0,8416 Highway 224,Upper Musquodoboit,B0N 2M0,902-568-2285,902-568-2573,umcs@hrce.ca,POINT (-62.950441 45.137135)
2020-2021,53,Chignecto Central Regional Centre for Education,18,Upper Stewiacke Elementary School,5327 Highway 289,Upper Stewiacke,B0N 2P0,5327 Highway 289,Upper Stewiacke,B0N 2P0,902-671-3000,902-671-3002,TaitKA@ccrce.ca,POINT (-62.994956 45.219582)
2020-2021,53,Chignecto Central Regional Centre for Education,12,Valley Elementary School,96 Salmon River Road,Valley,B6L 2S5,96 Salmon River Road,Valley,B6L 2S5,902-896-5540,902-896-5544,WallK@ccrce.ca,POINT (-63.204264 45.393131)
2020-2021,53,Chignecto Central Regional Centre for Education,227,Wallace Consolidated Elementary School,3853 Highway 307,Wallace,B0K 1Y0,3853 Highway 307,Wallace,B0K 1Y0,902-257-6100,902-257-6102,DornDG@ccrce.ca,POINT (-63.472817 45.812171)
2020-2021,53,Chignecto Central Regional Centre for Education,3,Walter Duggan Consolidated School,2370 Spring Garden Road,Westville,B0K 2A0,2370 Spring Garden Road,Westville,B0K 2A0,902-396-2700,902-396-2707,SlaterA@ccrce.ca,POINT (-62.718884 45.569044)
2020-2021,54,Halifax Regional Centre for Education,1157,Waverley Memorial Elementary,2393 Rocky Lake Drive,Waverley,B2R 1S4,2393 Rocky Lake Drive,Waverley,B2R 1S4,902-860-4150,902-860-4154,wmlcs@hrce.ca,POINT (-63.60169 44.781347)
2020-2021,53,Chignecto Central Regional Centre for Education,29,West Colchester Consolidated School,27 Maple Ave.,Bass River,B0M 1B0,27 Maple Ave.,Bass River,B0M 1B0,902-647-3500,902-647-3505,HumeK@ccrce.ca,POINT (-63.780168 45.415014)
2020-2021,53,Chignecto Central Regional Centre for Education,662,West End Memorial School,77 McGee Street,Springhill,B0M 1X0,77 McGee Street,Springhill,B0M 1X0,902-597-4242,902-597-4248,hoarp@ccrce.ca,POINT (-64.065205 45.641025)
2020-2021,55,Annapolis Valley Regional Centre for Education,1110,West Hants Education Centre,94 Wentworth Rd,Windsor,B0N 2T0,94 Wentworth Rd,Windsor,B0N 2T0,902-792-6750,902-792-6752,whec@avrce.ca,POINT (-64.126258 44.9911)
2020-2021,55,Annapolis Valley Regional Centre for Education,994,West Hants Middle School,8009 Hwy 14,Newport,B0N 2A0,8009 Hwy 14,Newport,B0N 2A0,902-757-4100,902-757-4111,whms@avrce.ca,POINT (-64.008598 45.013825)
2020-2021,53,Chignecto Central Regional Centre for Education,1190,West Highlands Elementary School,18 Maltby Court,Amherst,B4H 2L6,18 Maltby Court,Amherst,B4H 2L6,902-661-2420,902-661-2440,RiouxK@ccrce.ca,POINT (-64.211431 45.8183)
2020-2021,55,Annapolis Valley Regional Centre for Education,71,West Kings District High School,1941 Hwy 1,Auburn,B0P 1A0,1941 Hwy 1,Auburn,B0P 1A0,902-847-4440,902-847-4444,wkdhs@avrce.ca,POINT (-64.877641 45.017786)
2020-2021,58,South Shore Regional Centre for Education,394,West Northfield Elementary School,6 Victoria Acres Drive,West Northfield,B4V 5C7,6 Victoria Acres Drive,West Northfield,B4V 5C7,902-541-8220,902-541-8221,wnes@ssrce.ca,POINT (-64.603262 44.458701)
2020-2021,53,Chignecto Central Regional Centre for Education,407,West Pictou Consolidated School,1999 Highway 376,Pictou,B0K 1H0,1999 Highway 376,Pictou,B0K 1H0,902-485-7960,902-485-7966,TurnerCA@ccrce.ca,POINT (-62.795265 45.657268)
2020-2021,54,Halifax Regional Centre for Education,591,Westmount Elementary,6700 Edward Arab Avenue,Halifax,B3L 2E1,6700 Edward Arab Avenue,Halifax,B3L 2E1,902-493-5164,902-493-5168,wmount@hrce.ca,POINT (-63.615304 44.650367)
2020-2021,59,Tri-County Regional Centre for Education,256,Weymouth Consolidated School,PO Box 400,Weymouth,B0W 3T0,4695 Highway 1,Weymouth,B0W 3T0,902-837-2310,902-837-2320,wcs@tcrce.ca,POINT (-65.995883 44.415504)
2020-2021,51,Cape Breton Victoria Regional Centre for Education,667,Whitney Pier Memorial Middle School,199 Jamieson St,Whitney Pier,B1N 2P7,199 Jamieson St,Whitney Pier,B1N 2P7,902-562-6130,902-562-6720,delm@gnspes.ca,POINT (-60.181491 46.16013)
2020-2021,52,Strait Regional Centre for Education,388,Whycocomagh Education Centre,PO Box 160,Whycocomagh,B0E 3M0,50 Norman McLeod Rd,Whycocomagh,B0E 3M0,902-756-2441,902-756-3882,rick.welton@srce.ca,POINT (-61.125282 45.972061)
2020-2021,54,Halifax Regional Centre for Education,294,William King Elementary,91 St Pauls Avenue,Herring Cove,B3V 1H6,91 St. Paul's Avenue,Herring Cove,B3V 1H6,902-479-4200,902-479-4208,wkes@hrce.ca,POINT (-63.562571 44.569474)
2020-2021,53,Chignecto Central Regional Centre for Education,1148,Winding River Consolidated,PO Box 249,Stewiacke,B0N 2J0,272 Kitchener Street,Stewiacke,B0N 2J0,902-639-3199,902-639-3196,OakleyC@ccrce.ca,POINT (-63.329959 45.134379)
2020-2021,55,Annapolis Valley Regional Centre for Education,376,Windsor Adult High School,PO Box 369,Windsor,B0N 2T0,94 Wentworth Rd,Windsor,B0N 2T0,902-792-6751,902-792-6752,wahs@avrce.ca,POINT (-64.126258 44.9911)
2020-2021,55,Annapolis Valley Regional Centre for Education,699,Windsor Elementary School,PO Box 1057,Windsor,B0N 2T0,100 Tremain Cr,Windsor,B0N 2T0,902-792-6770,902-792-6777,wes@avrce.ca,POINT (-64.128619 44.984038)
2020-2021,55,Annapolis Valley Regional Centre for Education,361,Windsor Forks District School,"120 Sangster Bridge Rd, RR3 Windsor Forks",Windsor,B0N 2T0,120 Sangster Bridge Rd,Windsor Forks,B0N 2T0,902-792-6700,902-792-6707,wfds@avrce.ca,POINT (-64.191903 44.945214)
2020-2021,55,Annapolis Valley Regional Centre for Education,81,Wolfville School,19 Acadia St,Wolfville,B4P 1K8,19 Acadia St,Wolfville,B4P 1K8,902-542-6050,902-542-6054,ws@avrce.ca,POINT (-64.361376 45.089673)
2020-2021,59,Tri-County Regional Centre for Education,1178,Yarmouth Consolidated Memorial High School,146 Forest St,Yarmouth,B5A 0B3,146 Forest St,Yarmouth,B5A 0B3,902-749-2810,902-749-2811,ycmhs@tcrce.ca,POINT (-66.102774 43.832303)
2020-2021,59,Tri-County Regional Centre for Education,1199,Yarmouth Elementary School,5 Brunswick St,Yarmouth,B5A 3A9,5 Brunswick St,Yarmouth,B5A 3A9,902-749-2860,902-749-2866,yes@tcrce.ca,POINT (-66.115472 43.83769)
2019-2020,53,Chignecto Central Regional Centre for Education,639,A. G. Baillie Memorial School,477 Victoria Ave Ext,New Glasgow NS,B2H 1X1,477 Victoria Ave Ext,New Glasgow NS,B2H 1X1,902-755-8240,902-755-8255,mcneilap@ccrce.ca,POINT (-62.642407 45.585086)
2019-2020,54,Halifax Regional Centre for Education,228,A. J. Smeltzer Junior High School,46 Prince St,Lower Sackville NS,B4C 1L1,46 Prince St,Lower Sackville NS,B4C 1L1,902-864-6846,902-864-6852,ajs@hrce.ca,POINT (-63.668891 44.768462)
2019-2020,54,Halifax Regional Centre for Education,512,Admiral Westphal Elementary School,6 Fourth St,Dartmouth NS,B2X 3A5,6 Fourth St,Dartmouth NS,B2X 3A5,902-435-8305,902-435-1749,awes@hrce.ca,POINT (-63.545479 44.685921)
2019-2020,53,Chignecto Central Regional Centre for Education,248,Advocate District School,PO Box 62,Advocate Harbour NS,B0M 1A0,3521 Hwy 209,Advocate NS,B0M 1A0,902-392-3400,902-392-3401,dickinsond@ccrce.ca,POINT (-64.774543 45.33839)
2019-2020,54,Halifax Regional Centre for Education,513,Alderney Elementary School,2 Penhorn Dr,Dartmouth NS,B2Y 3K1,2 Penhorn Dr,Dartmouth NS,B2Y 3K1,902-464-2040,902-464-2686,alderney@hrce.ca,POINT (-63.550564 44.667388)
2019-2020,55,Annapolis Valley Regional Centre for Education,63,Aldershot Elementary School,446 Aldershot Rd,Kentville NS,B4N 3A1,446 Aldershot Rd,Kentville NS,B4N 3A1,902-690-3820,902-690-3823,aes@avrce.ca,POINT (-64.498513 45.089536)
2019-2020,53,Chignecto Central Regional Centre for Education,705,Amherst Regional High School,190 Willow St,Amherst NS,B4H 3W5,190 Willow St,Amherst NS,B4H 3W5,902-661-2540,902-661-2535,stubberta@ccrce.ca,POINT (-64.128809 45.852612)
2019-2020,55,Annapolis Valley Regional Centre for Education,746,Annapolis East Elementary School,PO Box 640,Middleton NS,B0S 1P0,325 Marshall St,Middleton NS,B0S 1P0,902-825-5330,902-825-5333,aees@avrce.ca,POINT (-65.330638 44.790272)
2019-2020,55,Annapolis Valley Regional Centre for Education,133,Annapolis West Education Centre,PO Box 399,Annapolis Royal NS,B0S 1A0,100 Champlain Dr,Annapolis Royal NS,B0S 1A0,902-532-3150,902-532-3160,awec@avrce.ca,POINT (-65.330638 44.790272)
2019-2020,52,Strait Regional Centre for Education,934,Antigonish Education Centre,30 Appleseed Dr,Antigonish NS,B2G 3B6,30 Appleseed Dr,Antigonish NS,B2G 3B6,902-867-8800,902-867-8804,april.weaver@srce.ca,POINT (-62.005903 45.626847)
2019-2020,54,Halifax Regional Centre for Education,317,Ash Lee Jefferson Elementary School,10 Lockview Rd,Fall River NS,B2T 1J1,10 Lockview Rd,Fall River NS,B2T 1J1,902-860-4163,902-860-4191,aljs@hrce.ca,POINT (-63.614943 44.824974)
2019-2020,58,South Shore Regional Centre for Education,925,Aspotogan Consolidated Elementary School,105 Parkwood Dr,Mill Cove NS,B0J 1T0,105 Parkwood Dr,Mill Cove NS,B0J 1T0,902-857-2600,902-857-2601,aces@ssrce.ca,POINT (-63.457088 44.731315)
2019-2020,54,Halifax Regional Centre for Education,739,Astral Drive Elementary School,236 Astral Dr,Dartmouth NS,B2V 1B8,236 Astral Dr,Dartmouth NS,B2V 1B8,902-462-8500,902-462-8600,ade@hrce.ca,POINT (-63.482674 44.660083)
2019-2020,54,Halifax Regional Centre for Education,749,Astral Drive Junior High School,238 Astral Dr,Dartmouth NS,B2V 1B8,238 Astral Dr,Dartmouth NS,B2V 1B8,902-462-8700,902-462-6047,adjh@hrce.ca,POINT (-63.482674 44.660083)
2019-2020,54,Halifax Regional Centre for Education,425,Atlantic Memorial-Terence Bay Elementary School,3591 Prospect Rd,Shad Bay NS,B3T 1Z3,3591 Prospect Rd,Shad Bay NS,B3T 1Z3,902-852-2166,902-852-5514,amtb@hrce.ca,POINT (-63.729969 44.577124)
2019-2020,54,Halifax Regional Centre for Education,326,Atlantic View Elementary School,3391 Lawrencetown Rd,Lawrencetown NS,B2Z 1R5,3391 Lawrencetown Rd,Lawrencetown NS,B2Z 1R5,902-464-5245,902-464-5246,atvs@hrce.ca,POINT (-65.154314 44.87497)
2019-2020,54,Halifax Regional Centre for Education,97,Auburn Drive High School,300 Auburn Dr,Dartmouth NS,B2W 6E9,300 Auburn Dr,Dartmouth NS,B2W 6E9,902-462-6900,902-462-6950,adhs@hrce.ca,POINT (-63.487421 44.689302)
2019-2020,55,Annapolis Valley Regional Centre for Education,993,Avon View High School,PO Box 700,Windsor NS,B0N 2T0,225 Payzant Dr,Windsor NS,B0N 2T0,902-792-6740,902-792-6762,avhs@avrce.ca,POINT (-63.56962 45.092716)
2019-2020,51,Cape Breton Victoria Regional Centre for Education,96,Baddeck Academy,PO Box 310,Baddeck NS,B0E 1B0,320 Shore Rd,Baddeck NS,B0E 1B0,902-295-2359,902-295-1263,barbmac@gnspes.ca,POINT (-60.88087 46.135073)
2019-2020,59,Tri-County Regional Centre for Education,167,Barrington Municipal High School,536 Oak Park Rd,Barrington NS,B0W 1E0,536 Oak Park Rd,Barrington NS,B0W 1E0,902-637-4310,902-637-4320,bmhs@tcrce.ca,POINT (-65.905339 44.012895)
2019-2020,54,Halifax Regional Centre for Education,104,Basinview Drive Community School,273 Basinview Dr,Bedford NS,B4A 3X8,273 Basinview Dr,Bedford NS,B4A 3X8,902-832-8450,902-832-8461,bdcs@hrce.ca,POINT (-63.664736 44.724566)
2019-2020,58,South Shore Regional Centre for Education,926,Bayview Community School,PO Box 160,Mahone Bay NS,B0J 2E0,110 Clearway St,Mahone Bay NS,B0J 2E0,902-624-2120,902-624-2124,bcs@ssrce.ca,POINT (-64.471872 44.499319)
2019-2020,52,Strait Regional Centre for Education,932,Bayview Education Centre,PO Box 148,Port Hood NS,B0E 2W0,133 Company Rd,Port Hood NS,B0E 2W0,902-787-5220,902-787-5224,lisa.maceachern@srce.ca,POINT (-61.093776 46.017638)
2019-2020,54,Halifax Regional Centre for Education,304,Beaver Bank-Kinsac Elementary School,28 Kinsac Rd,Beaver Bank NS,B4G 1C5,28 Kinsac Rd,Beaver Bank NS,B4G 1C5,902-864-6805,902-864-6809,bbks@hrce.ca,POINT (-63.681101 44.847372)
2019-2020,54,Halifax Regional Centre for Education,752,Beaver Bank-Monarch Drive Elementary School,38 Monarch Dr,Beaver Bank NS,B4E 3A5,38 Monarch Dr,Beaver Bank NS,B4E 3A5,902-864-7540,902-864-7543,bbmon@hrce.ca,POINT (-63.723572 44.800697)
