facility,permit_type,permit_status,facility_address,city
FREEMAN'S FAIRVIEW,Eating Establishment,Active,3671 DUTCH VILLAGE RD.,HALIFAX
LAWTONS #2754,Food Shop,Active,7001 MUMFORD RD. UNIT 256A,HALIFAX
ROSS ANDERSON PHARMACY LIMITED,Food Shop,Active,74 MAIN ST.,SPRINGHILL
Janice Chisholm (The Cupcake Lady) - New Glasgow Public Market,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
ALSMADI MARKET,Food Shop,Active,364 BEDFORD HWY.,HALIFAX
Nourish Plant Plates @ WESTMOUNT FIRE DEPARTMENT,Eating Establishment,Active,180 FULTON AVE.,WESTMOUNT
D & H NOODLE SHOP,Food Shop,Active,3570 DUTCH VILLAGE RD.,HALIFAX
L.E. SHAW ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,486 OAK ISLAND RD.,AVONPORT
POP CULTURE BREW CO,Eating Establishment,Active,50 MOUNT HOPE AVE.,DARTMOUTH
BOOSTER JUICE,Eating Establishment,Active,6140 YOUNG ST.,HALIFAX
TIM HORTONS,Eating Establishment,Active,85 OHIO RD.,SHELBURNE
NORTH RIVER ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,80 MOUNTAIN LEE RD.,NORTH RIVER
GARY'S QUICK MART,Food Shop,Active,12557 HIGHWAY 4 HWY.,HAVRE BOUCHER
FAT FLOYD'S PIZZERIA,Eating Establishment,Active,4 JUNCTION RD.,SPRINGHILL
TIM HORTONS 787,Eating Establishment,Active,44 INGLIS PL.,TRURO
Fo'c'scle Tavern,Eating Establishment,Active,42 QUEEN ST.,CHESTER
Atlantic Superstore,Eating Establishment,Active,40 HOGAN CRT.,BEDFORD
WALMART - DARTMOUTH #3021,Eating Establishment,Active,90 LAMONT TERR.,DARTMOUTH
NOSH,Eating Establishment,Active,236 BELCHER ST.,KENTVILLE
WYNN BEISWANGER - LF,Mobile - Class 3,Active,49 TRINITY LANE,ANTIGONISH
MCDONALD'S FAMILY RESTAURANT,Eating Establishment,Active,93 ROBIE ST.,LOWER TRURO
LA PIAZZA RISTORANTE,Eating Establishment,Active,6430 CHEBUCTO RD.,HALIFAX
EASTERN HOUSE CUISINE LTD,Food Shop,Active,629 BEDFORD HWY.,HALIFAX
JONG HO LEE - PUSHCART,Mobile - Class 2,Active,556 BEDFORD HWY.,HALIFAX
EAST CUMBERLAND LODGE,Eating Establishment,Active,262 GULF SHORE RD.,PUGWASH
ON THE HOOK FISH AND CHIPS,Eating Establishment,Active,99 ABERDEEN RD. UNIT 3,BRIDGEWATER
COOK'S RITE STOP,Food Shop,Active,1727 SACKVILLE DR.,MIDDLE SACKVILLE
PETRO CANADA,Food Shop,Active,51 SACKVILLE DR.,LOWER SACKVILLE
SHAWARMA KING (THE),Eating Establishment,Active,601 SACKVILLE DR.,LOWER SACKVILLE
The Pineapple Sweets & Co,Eating Establishment,Active,30 FARNHAM GATE RD.,HALIFAX
NEEDS CONVENIENCE #4484,Food Shop,Active,5881 DUFFUS ST.,HALIFAX
Bambino's Pizza,Eating Establishment,Active,27 STATION ST.,AMHERST
Jenan's Kitchen Ltd,Eating Establishment,Active,193 CHARLOTTE ST.,SYDNEY
LAWTONS DRUG STORE 133,Food Shop,Active,115 KING ST.,SHELBURNE
CIRCLE K #2060,Food Shop,Active,389 BEDFORD HWY.,HALIFAX
Tim Hortons,Eating Establishment,Active,40 FREER LANE,LOWER SACKVILLE
DRUMLIN HILLS,Eating Establishment,Active,558 GLEN ALLAN DR. APT,BRIDGEWATER
TOWNSVIEW ESTATES,Eating Establishment,Active,310 ABENAKI RD.,MILLBROOK 27
Alexandra's Pizza - North Sydney,Eating Establishment,Active,266 COMMERCIAL ST.,NORTH SYDNEY
BENT RIDGE WINERY,Eating Establishment,Active,4499 HIGHWAY 14 HWY.,WINDSOR FORKS
Jay's Convenience,Food Shop,Active,2340 LONGARD PLAZA,HALIFAX
SCOTIA LUNCH,Eating Establishment,Active,64 KING ST.,SHELBURNE
WILLIAMS' BEACH HOUSE RESTAURANT AND B&B,Eating Establishment,Active,36905 CABOT TRAIL,INGONISH CENTRE
1 SCOOP 2 SCOOP,Food Shop,Active,286 ST GEORGE ST.,ANNAPOLIS ROYAL
The Halifax Honey Company,Eating Establishment - Seasonal,Active,948 SOUTH BLAND ST.,HALIFAX
SUBWAY,Eating Establishment,Active,259 COMMODORE DR.,DARTMOUTH
MOLLYZ DINER,Eating Establishment,Active,2182 GOTTINGEN ST.,HALIFAX
TERRANCE BAKER - LF,Mobile - Class 3,Active,1734 WEST JEDDORE RD.,WEST JEDDORE
C. G. FULTON PHARMACY,Food Shop,Active,255 MAIN ST.,TATAMAGOUCHE
PORK SHOP (THE),Food Shop,Active,3412 HIGHWAY 326 HWY.,MIDDLETON
RYAN'S RIDGE CAMPGROUND LTD.,Food Shop - Seasonal,Active,1339 ASHDALE RD.,SOUTH RAWDON
FORTRESS INN/JAKES LOUNGE,Eating Establishment - Seasonal,Active,7464 MAIN ST.,LOUISBOURG
MUSEE DE WEDGEPORT,Eating Establishment,Active,57 TUNA WHARF RD.,LOWER WEDGEPORT
ORIGINALITALY CATERING LIMITED,Eating Establishment - Seasonal,Active,70 KING ST.,DARTMOUTH
RICHMOND HIGHLAND FARM LTD.,Eating Establishment,Active,991 RICHMOND RD.,IRETON
SEXTON'S PHARMASAVE,Food Shop,Active,746 MAIN ST.,SYDNEY MINES
TIM HORTONS,Eating Establishment,Active,10 COW BAY RD.,EASTERN PASSAGE
FONG SING RESTAURANT,Eating Establishment,Active,278 LACEWOOD DR.,HALIFAX
RENFREW CAMPING,Food Shop - Seasonal,Active,824 RENFREW RD.,NINE MILE RIVER
Makhani Indian Restaurant,Eating Establishment,Active,1595 BEDFORD HWY.,BEDFORD
BENTO SUSHI in SOBEYS,Eating Establishment,Active,9256 COMMERCIAL ST.,NEW MINAS
MERCANTILE SOCIAL (THE),Eating Establishment,Active,1579 HOLLIS ST.,HALIFAX
HOLY CROSS CATHOLIC CHURCH,Eating Establishment,Active,11645 HIGHWAY 224 HWY.,MIDDLE MUSQUODOBOIT
HALF ACRE CAFE,Eating Establishment,Active,395 MAIN ST. 1,KENTVILLE
ARCADIA CONVENIENCE STORE,Food Shop,Active,36 LAST RD.,ARCADIA
CIRCLE K # 2134,Eating Establishment,Active,9319 COMMERCIAL ST. 1,NEW MINAS
LOCHABER COMMUNITY CENTRE,Eating Establishment,Active,14342 HWY 7,ANTIGONISH
Caribou River Community Hall,Eating Establishment,Awaiting Application,5725 HIGHWAY 6 HWY.,CARIBOU RIVER
WISSAM'S PIZZA,Eating Establishment,Active,81 PLACIDE COMEAU RD.,METEGHAN RIVER
ALWAYS A PLEASURE,Eating Establishment,Awaiting Application,1595 BEDFORD HWY.,BEDFORD
PRESCOTT BAKERY,Eating Establishment,Awaiting Application,3430 PRESCOTT ST.,HALIFAX
SUSAN LARDER - RURAL ROOTS MARKET,Public Market - Vendor,Awaiting Application,4568 HIGHWAY 12 HWY.,NEW ROSS
THAILAND FOOD-68 - GRANVILLE FERRY SUNDAY MARKET,Public Market - Vendor,Awaiting Application,5352 GRANVILLE RD.,GRANVILLE FERRY
TIDAL BORE FARM MARKET,Eating Establishment,Active,7232 HIGHWAY 14 HWY.,BROOKLYN
Brunswick Street United Church,Eating Establishment,Active,250 BRUNSWICK ST.,TRURO
TIM HORTONS,Eating Establishment,Active,170 BRISTOL AVE.,LIVERPOOL
KING TOWN CHINESE RESTAURANT,Eating Establishment,Active,225 COBEQUID RD.,LOWER SACKVILLE
PZZA.CA-HFX,Eating Establishment,Active,3450 JOSEPH HOWE DR.,HALIFAX
CIRCLE K #2124,Food Shop,Active,3714 HIGHWAY 3 HWY.,BARRINGTON PASSAGE
BOYS & GIRLS CLUB OF YARMOUTH DAY CARE CENTRE,Eating Establishment,Active,11 BOND ST.,YARMOUTH
YOKA RESTAURANT,Eating Establishment,Active,911 PRINCE ST. UNIT,TRURO
MARIA'S CONVENIENCE STORE,Food Shop,Active,81 KING ST.,SHELBURNE
LUNENBURG & DISTRICT FIRE DEPARTMENT,Eating Establishment,Active,25 MEDWAY ST.,LUNENBURG
WALTON PUB & EATERY,Eating Establishment,Active,39 HIGHWAY 215 HWY.,WALTON
PIZZA HUT,Eating Establishment,Active,7194 HIGHWAY 1 HWY.,COLDBROOK
WOLFVILLE ELMS,Eating Establishment,Active,705 MAIN ST.,WOLFVILLE
DIMITRIS PIZZA,Eating Establishment,Active,6469 CHEBUCTO RD.,HALIFAX
Donald R. Harris (Fish Mobile),Mobile - Class 3,Awaiting Application,94 BUSH RD.,JORDAN BAY
ANNIE'S PLACE CAFE,Eating Establishment,Awaiting Application,1592 QUEEN ST.,HALIFAX
Wired Monk Coffee Bistro,Eating Establishment,Awaiting Application,5147 MORRIS ST.,HALIFAX
LOGAN'S FISH MARKET - FISH MOBILE,Mobile - Class 3,Awaiting Application,99 PINE TREE RD.,PICTOU
AMHERST LIONS CLUB,Eating Establishment,Active,9 ELECTRIC ST.,AMHERST
LOBSTER TIME (MOBILE),Mobile - Class 3,Active,3752 HIGHWAY 6 HWY.,BRULE
GRUB STOP FOOD & GRILL (THE),Mobile - Class 1,Awaiting Application,4 FREDERICK ALLEN DR.,LANTZ
CARREFOUR CAFETERIA,Eating Establishment,Awaiting Application,201 AVENUE DU PORTAGE,DARTMOUTH
ULTRAMAR - KENTVILLE,Food Shop,Awaiting Application,11 PARK ST.,KENTVILLE
G'S PIZZA & DONAIR,Eating Establishment,Active,1842 PROSPECT RD.,HATCHET LAKE
FRENCH CLUB,Eating Establishment,Active,425 EIGHTH ST.,NEW WATERFORD
WENDY'S OLD FASHIONED HAMBURGERS,Eating Establishment,Active,720 SACKVILLE DR. UNIT 125,LOWER SACKVILLE
SHIP VICTORY RESTAURANT AND LOUNGE,Eating Establishment,Active,400 WINDMILL RD.,DARTMOUTH
SUBWAY LTD.,Eating Establishment,Active,266 ST MARGARETS BAY RD.,HALIFAX
Yun's Asian Grocery Store,Food Shop,Active,3569 DUTCH VILLAGE RD.,HALIFAX
DALHOUSIE - ANIMAL SCIENCE BLDG #72802,Eating Establishment,Active,58 RIVER (P) RD.,BIBLE HILL
WOODEN DOOR BISTRO (THE),Eating Establishment,Active,60 SKY BLVD.,GOFFS
HALIFAX BREWERY FARMERS MARKET - ORGANIZER,Public Market - Vendor,Active,1496 LOWER WATER ST.,HALIFAX
DELUXE FRENCH FRIES LIMITED,Eating Establishment,Active,97 ROBIE ST.,TRURO
WASABI ASIAN CUISINE,Eating Establishment,Active,556 SACKVILLE DR.,LOWER SACKVILLE
BELLA ROMA INC,Eating Establishment,Active,7836 HIGHWAY 14 HWY.,BROOKLYN
BEEHIVE ADULT SERVICE CENTRE (THE),Food Shop,Active,1119 STATION RD.,AYLESFORD
DEE DEE'S ICE CREAM KITCHEN,Eating Establishment,Active,5668 CORNWALLIS ST.,HALIFAX
SHOPPERS DRUG MART #127,Food Shop,Active,4 FOREST HILLS PKY.,COLE HARBOUR
Palmeter's Country Home (1986) Ltd,Eating Establishment,Active,655 PARK ST.,KENTVILLE
J3 Pizza,Eating Establishment,Active,50 MONTAGUE ST.,LUNENBURG
The Acadian Way Inc,Mobile - Class 1 Seasonal,Awaiting Application,2797 ROUTE 535,COCAGNE
EASTERN PASSAGE EDUCATION CENTRE #71437,Eating Establishment,Awaiting Application,93 SAMUEL DANIAL DR.,EASTERN PASSAGE
WATERVILLE & DISTRICT FIRE DEPARTMENT,Eating Establishment,Awaiting Application,1415 COUNTY HOME RD. 1,CAMBRIDGE
NEEDS PORT HAWKESBURY #4533,Food Shop,Active,634 REEVES ST. UNIT 14,PORT HAWKESBURY
NEEDS CONVENIENCE #208,Food Shop,Active,1005 SACKVILLE DR.,MIDDLE SACKVILLE
CIRCLE K #2084,Food Shop,Active,7 ROBIE ST.,TRURO
SWISS CHALET & HARVEYS RESTAURANT,Eating Establishment,Active,9269 COMMERCIAL ST.,NEW MINAS
OXFORD MANOR HOME FOR SPECIAL CARE,Eating Establishment,Active,1946 OXFORD ST.,HALIFAX
BROTHER KHURSHID HALAL SHACK,Public Market - Vendor,Active,2901 WINDSOR ST.,HALIFAX
WOK BOX,Eating Establishment,Active,55 GALE TERR.,DARTMOUTH
ROBIN'S DONUTS,Eating Establishment,Active,303 PRINCE ALBERT RD.,DARTMOUTH
MILLSIDE GENERAL STORE,Food Shop,Active,8139 HIGHWAY 6 HWY.,HALIBURTON
ANSTRUM'S FARM MARKET,Food Shop,Active,519 BEN JACKSON RD.,LOCKHARTVILLE
SWINGS DAYCARE,Eating Establishment,Active,658 HIGHWAY 2 HWY.,ELMSDALE
PLANTERS RIDGE WINE TASTING ROOM,Eating Establishment,Active,1441 CHURCH ST.,PORT WILLIAMS
Hants Eats,Mobile - Class 1 Seasonal,Active,100 MACINTOSH RD.,UPPER NINE MILE RIVER
COUNT YOUR BLESSINGS CHILD CARE,Eating Establishment,Active,1406 SOUTH BISHOP RD.,COLDBROOK
TIM HORTONS,Eating Establishment,Active,5201 DUKE ST.,HALIFAX
CIVIC IMPROVEMENT HALL,Eating Establishment,Active,3276 HIGHWAY 320 HWY.,D'ESCOUSSE
PITA PIT,Eating Establishment,Active,678 EAST RIVER RD. UNIT 2,NEW GLASGOW
MACQUARRIES DRUGS LIMITED,Food Shop,Active,648 HIGHWAY 2 HWY.,BROOKFIELD
LUNENBURG YOUR INDEPENDENT GROCER # 685,Eating Establishment,Active,143 VICTORIA RD.,LUNENBURG
FENWICK CONVENIENCE,Food Shop,Active,1143 SOUTH PARK ST.,HALIFAX
ROYAL CANADIAN LEGION BRANCH 150,Eating Establishment,Active,1219 VETERANS MEMORIAL DR.,ARICHAT
BRIDGEWATER FIRE DEPARTMENT,Eating Establishment,Awaiting Application,81 DOMINION ST.,BRIDGEWATER
ELI'S ESPRESSO,Eating Establishment,Awaiting Application,538 MAIN ST.,MAHONE BAY
NOOK AND CRANNY- SAUCED WOODFIRED PIZZA,Eating Establishment,Active,615 PRINCE ST. UNIT A,TRURO
HOKKAI SUHSI & FUSION,Eating Establishment,Awaiting Application,5187 SALTER ST.,HALIFAX
BRIDGEVIEW GROCERY,Food Shop,Awaiting Application,188 BEDFORD HWY.,HALIFAX
Noor's Mediterranean Kitchen,Eating Establishment,Active,7898 HIGHWAY 7 HWY.,MUSQUODOBOIT HARBOUR
HOUSE OF JADE,Eating Establishment,Active,8164 MAIN ST.,SHERBROOKE
TUCKER LAKE PIZZA,Eating Establishment,Active,1236 BEAVER BANK RD.,BEAVER BANK
ROYAL CANADIAN LEGION BRANCH 111,Eating Establishment,Active,42 MILL VILLAGE RD.,SHUBENACADIE
HARVEST / A Farm to Table Eatery,Eating Establishment,Active,1625 MARKET ST.,HALIFAX
EL GALLO MEXICAN CUISINE - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,DARTMOUTH
WORLD GYM DARTMOUTH,Food Shop,Active,114 WOODLAWN RD.,DARTMOUTH
BMO CENTRE,Eating Establishment,Active,61 GARY MARTIN DR.,BEDFORD
TOMAVINOS,Eating Establishment,Active,1113 MARGINAL RD.,HALIFAX
NEEDS CONVENIENCE #179,Food Shop,Active,33 HERRING COVE RD.,HALIFAX
REAL SCOOP ICE CREAM AND ESPRESSO SHOP (THE),Eating Establishment,Active,10 GASPEREAU AVE.,WOLFVILLE
WEDGEWOOD HOUSE FOR SENIORS LTD.,Eating Establishment,Active,19 LEVERETT AVE.,KENTVILLE
STAR ANISE VIETNAMESE NOODLES RESTAURANT,Eating Establishment,Active,1571 BARRINGTON ST.,HALIFAX
HALIFAX DISTILLING CO,Eating Establishment,Awaiting Application,1668 LOWER WATER ST.,HALIFAX
CENTRE BURLINGTON GAS & VARIETY,Food Shop,Awaiting Application,3328 HIGHWAY 215 HWY.,CENTRE BURLINGTON
GRANVILLE FERRY MARKET & GAS,Food Shop,Awaiting Application,4793 HIGHWAY 1 HWY.,GRANVILLE FERRY
DAIRY QUEEN,Eating Establishment,Active,430 GRAND LAKE RD.,GRAND LAKE ROAD
JOE'S PIZZARIA LTD,Eating Establishment,Awaiting Application,5705 HIGHWAY 1 HWY.,CAMBRIDGE
QUICKIES CAFE,Eating Establishment,Active,99 WYSE RD.,DARTMOUTH
Sweet Williams,Public Market - Vendor,Active,1496 LOWER WATER ST.,HALIFAX
BAI WEI GRILL BAR (SYDNEY),Eating Establishment,Active,263 TOWNSEND ST.,SYDNEY
LAWTONS DRUG STORE 119,Food Shop,Active,25 WENTWORTH RD.,WINDSOR
FRIESEN FRESH FARM MARKET- NEW GLASGOW FARMERS MARKET,Public Market - Vendor,Active,261 GLASGOW ST.,NEW GLASGOW
Jamaica Vibes Express,Eating Establishment,Active,100 HIGHFIELD PARK DR.,DARTMOUTH
HAMMONDS PLAINS PIZZA AND TAKE OUT,Eating Establishment,Active,1679 HAMMONDS PLAINS RD.,HAMMONDS PLAINS
WAL-MART Antigonish #1014,Food Shop,Active,50 MARKET ST.,POST ROAD
Fresh Food Matters,Eating Establishment,Active,125 MAIN ST.,ANTIGONISH
STATION FOOD HUB LTD (THE),Eating Establishment,Active,1989 WENTWORTH RD.,NEWPORT STATION
Aroma Maya To Go,Eating Establishment,Active,318 YOUNG ST.,TRURO
BELLY BUSTERS PIZZA & DONAIR SYDNEY FORKS,Eating Establishment,Active,1990 KINGS RD.,HOWIE CENTRE
FOGGY HERMIT CAFE,Eating Establishment,Awaiting Application,7551 MAIN ST.,LOUISBOURG
AROMA MOCHA CAFE,Eating Establishment,Active,278 GRANVILLE ST. E,BRIDGETOWN
DISTRICT 5 BAR & GRILL LIMITED,Eating Establishment,Active,65 KING ST.,DARTMOUTH
BICYCLE THIEF (THE),Eating Establishment,Awaiting Application,1475 LOWER WATER ST.,HALIFAX
HEALTHY CHOICE SEAFOOD STOP,Eating Establishment,Awaiting Application,14803 CABOT TRAIL,POINT CROSS
BIRCH PLEASE CHAGA,Food Shop,Awaiting Application,3115 VEITH ST.,HALIFAX
FR. JOHN A. RANKIN CULTURAL CENTRE,Food Shop - Seasonal,Awaiting Application,4248 HIGHWAY 105 HWY.,GLENDALE
CATALONE CONVENIENCE STORE,Food Shop,Active,5790 LOUISBOURG HWY.,CATALONE
NEEDS CONVENIENCE #184,Food Shop,Active,266 ST MARGARETS BAY RD.,HALIFAX
OLD PORT PUB & GRILL,Eating Establishment,Active,900 WINDMILL RD.,DARTMOUTH
CORTADO TASTING ROOM,Eating Establishment,Active,50 GARY MARTIN DR.,BEDFORD
LE MARCHANT - ST THOMAS ELEMENTARY,Eating Establishment,Active,1589 WALNUT ST.,HALIFAX
CHAMPLAIN HALL,Eating Establishment,Active,178 HAIDA ST.,CORNWALLIS PARK
BROOKFIELD CURLING CLUB,Eating Establishment,Active,55 CARTER RD.,BROOKFIELD
PADDY'S BREWPUB,Eating Establishment,Active,460 MAIN ST.,WOLFVILLE
JEREMY GOODWIN MOBILE - LFOS,Mobile - Class 3,Active,4333 HIGHWAY 3 HWY.,CENTRAL ARGYLE
Treasure Company Coffee House/Bistro East,Eating Establishment,Active,274 ST GEORGE ST.,ANNAPOLIS ROYAL
PENDLETON CORNER STORE,Food Shop,Awaiting Application,147 KING ST.,BRIDGEWATER
TIM HORTON'S # 1810,Eating Establishment,Active,369 CALDWELL RD.,DARTMOUTH
LITTLE CHICKIE'S PIZZA,Eating Establishment,Active,86 COMMERCIAL ST.,DOMINION
SHUBENACADIE GUARDIAN,Food Shop,Active,2815 HIGHWAY 2 HWY.,SHUBENACADIE
LUMINATE CO WELLNESS MARKET,Food Shop,Active,486 STARBOARD DR.,HALIFAX
FUNDY RESTAURANT,Eating Establishment,Active,34 WATER ST. UNIT 3,DIGBY
FOODLAND KENTVILLE,Food Shop,Active,311 CORNWALLIS ST.,KENTVILLE
Club Bistro/Crossroads Cape Breton,Eating Establishment,Active,380 KINGS RD.,SYDNEY
BENTO NOUVEAU (SUSHI BAR),Eating Establishment,Active,1075 BARRINGTON ST.,HALIFAX
HILLCROFT HERITAGE FARM,Public Market - Vendor,Active,5325 HIGHWAY 10 HWY.,NEW GERMANY
SCOTIABANK CENTRE - HALIFAX LINKS (WEST),Eating Establishment,Active,1800 ARGYLE ST.,HALIFAX
TIM HORTONS,Eating Establishment,Active,75 BELL BLVD.,ENFIELD
MILA PIZZA 2,Eating Establishment,Active,227 COMMERCIAL ST.,BERWICK
CIRCLE K #2085,Food Shop,Active,248 HIGHWAY 214 HWY.,ELMSDALE
SUSHI BY BENTO NOUVEAU - Young St.,Eating Establishment,Active,6141 YOUNG ST.,HALIFAX
ATRIUM CAFE,Eating Establishment,Awaiting Application,923 ROBIE ST.,HALIFAX
EASTERN MEMORIAL HOSPITAL,Eating Establishment,Awaiting Application,1746 UNION ST.,CANSO
NORTHWOOD ADULT DAY PROGRAM,Eating Establishment,Awaiting Application,130 EILEEN  STUBBS AVE. UNIT 6,DARTMOUTH
SAUCY SANDWICH (THE),Eating Establishment - Seasonal,Awaiting Application,30 JAMES ST.,ANTIGONISH
DRIFT COFFEE,Mobile - Class 1,Active,2656 BELLE AIRE TERR.,HALIFAX
"DANCING MOOSE CAFE, THE",Eating Establishment,Active,42691 CABOT TRAIL,BIRCH PLAIN
ISLE MADAME HISTORICAL SOCIETY (THE),Eating Establishment,Active,708 VETERANS MEMORIAL DR.,ARICHAT
MARIE CONWAY,Eating Establishment,Active,1665 WEST CALEDONIA RD.,WEST CALEDONIA
Higbee Berry Farm,Public Market - Vendor,Active,173 OLD SAMBRO RD.,HALIFAX
West Northfield Elementary School Cafeteria,Eating Establishment,Active,6 VICTORIA ACRES DR.,WEST NORTHFIELD
CHKN CHOP INC,Eating Establishment,Active,6041 NORTH ST. UNIT 1,HALIFAX
MCDONALD'S RESTAURANT,Eating Establishment,Active,140 WADE RD.,TRURO
PIZZATOWN,Eating Establishment,Active,28 DAVISON DR.,BRIDGEWATER
PORT HAWKESBURY CIVIC CENTRE,Eating Establishment,Active,606 REEVES ST.,PORT HAWKESBURY
BOULANGERIE LA VENDEENNE,Food Shop,Active,500 HIGHWAY 325 HWY.,BLOCKHOUSE
HOWE HALL DALHOUSIE UNIVERSITY,Eating Establishment,Active,6230 COBURG RD.,HALIFAX
HORYL'S FAMILY DELI,Food Shop,Active,5247 UNION HIGHWAY HWY.,NEW WATERFORD
PETIT PASSAGE CAFE,Eating Establishment - Seasonal,Active,3450 HIGHWAY 217 HWY.,EAST FERRY
TUBZ STUBZ BURGERS & FRIES,Mobile - Class 1,Active,1016 GRAND LAKE RD.,GRAND LAKE ROAD
CHARLIE'S BURGER AND PIZZA,Eating Establishment,Active,5157 HIGHWAY 10 HWY.,NEW GERMANY
PETER L. STEWART - LF,Mobile - Class 3,Awaiting Application,457 SHORE RD.,MERSEY POINT
PRIMAL KITCHEN,Eating Establishment,Active,1463 BRENTON ST.,HALIFAX
NOGGINS CORNER FARM LTD.,Food Shop,Awaiting Application,10009 HIGHWAY 1 HWY.,GREENWICH
AROS BHADAIG INDEPENDENT LIVING APARTMENTS,Eating Establishment,Awaiting Application,42 JONES ST.,BADDECK
GAIL ATKINSON - LF,Mobile - Class 3,Awaiting Application,47 HOSPITAL RD.,GARDEN LOTS
TIM HORTON'S,Eating Establishment,Active,621 WINDMILL RD.,DARTMOUTH
SUBWAY,Eating Establishment,Active,116 MONTAGUE ST.,LUNENBURG
LIONS CLUB COMMUNITY CENTER,Eating Establishment,Active,98 QUEEN ST.,CANSO
RED SHOE PUB (THE),Eating Establishment,Active,11533 HIGHWAY 19 HWY.,MABOU
NEW ROSS CONSOLIDATED SCHOOL CAFETERIA,Eating Establishment,Active,4689 HIGHWAY 12 HWY.,NEW ROSS
Sidekick Cafe,Eating Establishment,Active,2853 AGRICOLA ST.,HALIFAX
BST LOBSTER SALES LIMITED,Food Shop,Active,13318 HIGHWAY 104 HWY.,AULDS COVE
GARDEN FOOD BAR,Eating Establishment,Active,5475 CLYDE ST.,HALIFAX
ROYAL CANADIAN LEGION 32,Eating Establishment,Active,2 LEGION RD.,CHÉTICAMP
SHOPPERS DRUG MART #584,Food Shop,Awaiting Application,950 BEDFORD HWY.,BEDFORD
CREAMY TREAT ICE CREAM LIMITED,Food Shop,Awaiting Application,2755 HIGHWAY 3 HWY.,PUBNICO
SIMPLY FOR LIFE,Food Shop,Active,100 ESPLANADE,TRURO
SHOPPERS DRUG MART,Food Shop,Active,1124 BRIDGE ST.,GREENWOOD
COVE MOTEL(THE),Eating Establishment,Active,227 COVE RD.,AULDS COVE
HOLLIS HALIFAX (THE),Eating Establishment,Active,1649 HOLLIS ST.,HALIFAX
CRHC AUXILIARY COFFEE SHOP,Eating Establishment,Active,19428 HIGHWAY 2 HWY.,UPPER NAPPAN
FREDIE'S FANTASTIC FISHHOUSE,Eating Establishment,Active,8 OLAND CRES.,HALIFAX
SUGAR WITCH CUSTOM CAKES & BAKERY,Eating Establishment,Active,136 BEACH CROSSING RD.,INGONISH BEACH
KENTUCKY FRIED CHICKEN (Titus St),Eating Establishment,Active,18 TITUS ST.,HALIFAX
The Forties Community Centre,Eating Establishment,Active,1787 FORTIES RD.,FORTIES
PIZZA DELIGHT,Eating Establishment,Active,801 CENTRAL AVE.,GREENWOOD
Keiko King - Shelburne Farmers Market,Public Market - Vendor,Active,218 WATER ST.,SHELBURNE
POLAR BEAR EXPRESS SALES,Food Shop - Seasonal,Active,7895 HIGHWAY 7 HWY.,MUSQUODOBOIT HARBOUR
Bedford Petro Canada,Food Shop,Active,1611 BEDFORD HWY.,BEDFORD
TIM HORTONS 1161,Eating Establishment,Active,800 GRAND LAKE RD.,GRAND LAKE ROAD
Sheldrake Preschool,Eating Establishment,Active,46 SHELDRAKE CRES.,HUBLEY
PIZZATOWN,Eating Establishment,Active,202 BROWNLOW AVE.,DARTMOUTH
OAKWOOD TERRACE NURSING HOME,Eating Establishment,Active,10 MOUNT HOPE AVE.,DARTMOUTH
KINGS BAKERY (FORTRESS),Food Shop,Active,259 PARK SERVICE RD.,FORTRESS OF LOUISBOURG
SATISFACTION FEAST - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,HALIFAX
SATTVA FOOD,Eating Establishment,Active,3115 VEITH ST.,HALIFAX
AVERY'S FARM MARKETS LIMITED,Food Shop,Active,4374 HIGHWAY 1 HWY.,BERWICK
WALTER JOSEPH DOUCET - FISH MOBILE,Mobile - Class 3,Awaiting Application,163 BONNENFANT RD.,GROSSES COQUES
ALAA CARTE YARMOUTH - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,DARTMOUTH
CHUCK'S BEAN BURGERS - MOBILE,Mobile - Class 3,Awaiting Application,138 CURRY ST. UNIT B,HOWIE CENTER
OLD FISH FACTORY RESTAURANT,Eating Establishment,Awaiting Application,68 BLUENOSE DR.,LUNENBURG
LARRY ATWOOD - LF,Mobile - Class 3,Awaiting Application,480 BEAR POINT RD.,BEAR POINT
TIM HORTONS,Eating Establishment,Awaiting Application,975 WILKINSON AVE.,DARTMOUTH
SHIRLEY'S SPUD WAGON LTD.,Eating Establishment,Awaiting Application,2477 HIGHWAY 206 HWY.,ARICHAT
PICTOU ELEMENTARY SCHOOL CAFETERIA,Eating Establishment,Active,350 WELLINGTON ST.,PICTOU
CHESTER VARIETY,Food Shop,Active,5 PLEASANT ST.,CHESTER
DELI-SH FINE FOODS,Eating Establishment,Active,5280 ST MARGARETS BAY RD.,UPPER TANTALLON
DHABA EXPRESS RESTAURANT & TAKEAWAY,Eating Establishment,Active,8 OLAND CRES.,HALIFAX
ADDA INDIAN EATERY,Eating Establishment,Active,5640 SPRING GARDEN RD. UNIT B107,HALIFAX
