facility,permit_type,permit_status,facility_address,city
WOODLAWN CONVENIENCE KWIK-WAY,Food Shop,Active,99 WOODLAWN RD.,dartmouth
PARISH OF ST. GEORGE,Eating Establishment,Active,2221 MAITLAND ST.,halifax
MIC MAC BAR AND GRILL,Eating Establishment,Active,219 WAVERLEY RD.,dartmouth
RASA: FLAVOURS OF INDIA/SURA LOUNGE,Eating Establishment,Active,1535 DRESDEN ROW UNIT 128,halifax
MORRIS EAST PIZZERIA,Eating Establishment,Active,1984 VERNON ST.,halifax
SCOTIABANK CENTRE - HALIFAX FRESH,Eating Establishment,Active,1800 ARGYLE ST.,halifax
SUSHI NAMI ROYALE,Eating Establishment,Active,159 HECTOR GATE,dartmouth
CIRCLE K #2064,Eating Establishment,Active,122 KEARNEY LAKE RD.,halifax
HABANEROS MODERN TACO BAR,Eating Establishment,Active,380 PLEASANT ST.,dartmouth
CORA BREAKFAST & LUNCH,Eating Establishment,Active,1475 BEDFORD HWY. SUITE 104,bedford
HYDROS HOLDING LIMITED,Food Shop,Active,3220 ISLEVILLE ST.,halifax
SYLVIA ESTEY - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
FOGGY GOGGLE (THE),Eating Establishment,Active,2057 GOTTINGEN ST.,halifax
WENDY'S RESTAURANT,Eating Establishment,Active,6169 QUINPOOL RD.,halifax
HALIFAX BREAD FACTORY,Eating Establishment,Active,800 WINDMILL RD.,dartmouth
ROTARY ESSO,Food Shop,Active,7151 CHEBUCTO RD.,halifax
Maxwell Plums,Eating Establishment,Active,1600 GRAFTON ST.,halifax
CHOW FAMILY RESTAURANT,Eating Establishment,Active,344 PRINCE ST.,truro
Nova Mart,Eating Establishment,Active,266 BEDFORD HWY.,halifax
QUINPOOL ROAD PETRO-CANADA,Food Shop,Active,6389 QUINPOOL RD.,halifax
ATLANTIC NEWS,Food Shop,Active,5560 MORRIS ST.,halifax
WINDSOR STREET CHILDCARE CENTRE,Eating Establishment,Active,2770 WINDSOR ST.,halifax
RINALDO'S ITALIAN AMERICAN SPECIALTIES,Eating Establishment,Active,2186 WINDSOR ST.,halifax
Barrington St. Superstore #369,Eating Establishment,Active,1075 BARRINGTON ST.,halifax
SCOTIABANK CENTRE - GRILL (EAST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
TIM HORTONS,Eating Establishment,Active,6034 LADY HAMMOND RD.,halifax
SOUTH END COMMUNITY DAY CARE CENTRE,Eating Establishment,Active,5594 MORRIS ST.,halifax
Malgorzata Bialowas - Halifax Brewery Market,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
NICHE RESTAURANT,Eating Establishment,Active,1505 BARRINGTON ST. SUITE 100,halifax
Mala Loklok,Eating Establishment,Active,5640 SPRING GARDEN RD. UNIT B107,halifax
HABANEROS MODERN TACO BAR - GECKO BUS,Mobile - Class 1,Active,600 WINDMILL RD.,dartmouth
MURPHYS FISH & CHIPS,Eating Establishment,Awaiting Application,88 ESPLANADE,truro
Rudy and Olives Fish and Chips,Eating Establishment,Active,793 BEDFORD HWY.,bedford
SAKURA SUSHI HOUSE,Eating Establishment,Active,1475 BEDFORD HWY. SUITE 104,bedford
AKERLY CHILD CARE CENTRE (Nova Scotia College of Early Childhood Education Society),Eating Establishment,Active,21 WOODLAWN RD.,dartmouth
CHRISTOPHER ROBIN'S LEARNING CENTRE,Eating Establishment,Active,11 SCARFE CRT.,dartmouth
HERRING COVE JR HIGH SCHOOL CAFETERIA,Eating Establishment,Awaiting Application,7 LANCASTER DR.,halifax
MAMA GRATTIS,Eating Establishment,Active,5201 DUKE ST.,halifax
Canadian Tire Gas Bar,Food Shop,Awaiting Application,566 MAIN ST.,dartmouth
BAHAY KUBO,Eating Establishment,Active,56 SUPREME CRT. UNIT 5,halifax
CHARGER RESTAURANT,Eating Establishment,Awaiting Application,480 PARKLAND DR. UNIT 14,halifax
TIM HORTONS,Eating Establishment,Awaiting Application,1525 BEDFORD HWY.,bedford
MEZZA LEBANESE KITCHEN,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
RENDEZVOUS FOOD TRUCK (THE),Mobile - Class 1,Awaiting Application,222 PORTLAND ST. APT 217,dartmouth
SOBEYS 871,Eating Establishment,Active,985 PRINCE ST.,truro
PATIO LANTERN (THE),Eating Establishment,Active,1290 PRINCE ST.,truro
RCR CATERING - LORD NELSON,Eating Establishment,Active,1515 SOUTH PARK ST.,halifax
FAMILY DRUG CENTRE,Food Shop,Active,382 PORTLAND ST.,dartmouth
WENDY'S RESTAURANT,Eating Establishment,Active,3580 KEMPT RD.,halifax
NAYYA PIZZA & GRILL,Eating Establishment,Awaiting Application,540 SOUTHGATE DR. UNIT 103,bedford
Snaxx Convenience,Food Shop,Active,1781 UPPER WATER ST.,halifax
Masala Delight,Eating Establishment,Active,5361 INGLIS ST.,halifax
ADEN INVESTMENTS LTD - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Active,2901 WINDSOR ST.,halifax
SOURWOOD,Eating Establishment,Active,5576 CORNWALLIS ST.,halifax
NOVA GROCERY,Food Shop,Active,5502 CLYDE ST.,halifax
SPICE IT UP - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
Roma Cheese Limited (Halifax Seaport Farmers Market),Public Market - Vendor,Active,1031 MARGINAL RD.,halifax
NEEDS CONVENIENCE #198,Food Shop,Active,6130 CHEBUCTO RD.,halifax
ROCKINGHAM RIDGE GUARDIAN,Food Shop,Active,30 FARNHAM GATE RD.,halifax
BONEHEADS BBQ,Eating Establishment,Active,1014 BARRINGTON ST.,halifax
El Nino vegan tacos,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
KEBAB EXPRESS,Eating Establishment,Active,5201 DUKE ST.,halifax
Sprout Therapy,Food Shop,Active,5639 SPRING GARDEN RD.,halifax
COMMUNITY YMCA,Food Shop,Awaiting Application,2269 GOTTINGEN ST.,halifax
JUST BAKED POTATOES - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
REDCHILLIES BAZAAR,Food Shop,Active,936 BEDFORD HWY. SUITE 112,bedford
HOPE BLOOMS,Food Shop,Awaiting Application,5527 CORNWALLIS ST.,halifax
CRESTVIEW CHILDREN'S CENTRE,Eating Establishment,Awaiting Application,1475 BEDFORD HWY. SUITE 104,bedford
BURRITOS TAH GO - HALIFAX FORUM FARMERS MARKET,Public Market - Vendor,Awaiting Application,2901 WINDSOR ST.,halifax
COTTAGE CAFE (THE),Eating Establishment,Awaiting Application,300 PRINCE ALBERT RD. UNIT 104,dartmouth
BONNYMANS' WILD BLUEBERRIES & NATURAL PRODUCTS LTD - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Awaiting Application,24 ELM AVE.,wolfville
GAMA BY LEE - HALIFAX BREWERY FARMERS MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
TIM HORTON DONUTS,Eating Establishment,Awaiting Application,36 VERDI DR.,bedford
NAHED HASOUNA - HALIFAX BREWERY MARKET,Public Market - Vendor,Awaiting Application,1496 LOWER WATER ST.,halifax
PETER'S AT THE PAVILION & NOVELTIES,Food Shop,Awaiting Application,1055 MARGINAL RD.,halifax
BRIGHTWOOD GOLF & COUNTRY CLUB LTD.,Eating Establishment,Awaiting Application,227 SCHOOL ST.,dartmouth
NEEDS # 4572,Food Shop,Awaiting Application,1748 BEDFORD HWY.,bedford
STARBUCKS COFFEE #54266,Eating Establishment,Awaiting Application,6112 QUINPOOL RD.,halifax
OLD ROAD BBQ INC - TRURO FARMERS MARKET,Public Market - Vendor,Awaiting Application,15 YOUNG ST.,truro
TIM HORTONS,Eating Establishment,Awaiting Application,117 KEARNEY LAKE RD.,halifax
DAILY GRIND (THE),Eating Establishment,Awaiting Application,1475 LOWER WATER ST.,halifax
GAHAN HOUSE NOVA,Eating Establishment,Awaiting Application,1615 GRAFTON ST.,halifax
TIM HORTONS,Eating Establishment,Awaiting Application,6570 BAYERS RD.,halifax
GOLDWATER SEAFOODS - QEII PARTNERS FOR CARE,Public Market - Vendor,Awaiting Application,1276 SOUTH PARK ST.,halifax
STILLWELL FREEHOUSE (THE),Eating Establishment,Awaiting Application,2534 AGRICOLA ST.,halifax
TRURO FARMERS MARKET (Organizer),Public Market - Vendor,Awaiting Application,15 YOUNG ST.,truro
SUNNYSIDE RESTAURANT,Eating Establishment,Awaiting Application,1552 BEDFORD HWY.,bedford
VILLA MADINA,Eating Establishment,Awaiting Application,21 MICMAC BLVD.,dartmouth
MAPLE SHADE GARDENS - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Awaiting Application,2 OCHTERLONEY ST.,dartmouth
SNAPPY TOMATO PIZZA,Eating Establishment,Awaiting Application,215 CHAIN LAKE DR. UNIT 4B,halifax
FIRST BAPTIST CHURCH,Eating Establishment,Awaiting Application,759 PRINCE ST.,truro
PETE'S TO GO GO,Food Shop,Awaiting Application,1801 HOLLIS ST.,halifax
EDIBLE ARRANGEMENTS,Food Shop,Active,278 LACEWOOD DR.,halifax
Hearthstone INN DARTMOUTH,Eating Establishment,Active,313 PRINCE ALBERT RD.,dartmouth
ROYAL CANADIAN LEGION,Eating Establishment,Active,7 SUSSEX ST.,halifax
KEN'S SEAFOOD AND PIZZA,Eating Establishment,Active,3560 DUTCH VILLAGE RD.,halifax
SECOND CUP,Food Shop,Active,1595 BEDFORD HWY.,bedford
Sushi Nami Royale,Eating Establishment,Active,1458 QUEEN ST.,halifax
TIM HORTONS,Eating Establishment,Active,322 WILLOW ST.,truro
HABANEROS MODERN TACO BAR & CHEESECURDS GOURMET BURGERS & POUTINERIE,Eating Establishment,Active,600 WINDMILL RD.,dartmouth
DOOLYS,Eating Establishment,Active,1658 BEDFORD HWY. UNIT 0490,bedford
BAP HOUSE KOREAN KITCHEN,Eating Establishment,Active,6172 QUINPOOL RD.,halifax
HALA'S PIZZA AND DONAIR,Eating Establishment,Active,117 KEARNEY LAKE RD.,halifax
PUCELL'S COVE SOCIAL CLUB,Eating Establishment,Active,505 PURCELLS COVE RD.,halifax
TWIN CITIES VILLA LTD.,Eating Establishment,Active,349 PLEASANT ST.,dartmouth
Shell Main Street,Food Shop,Active,132 MAIN ST.,dartmouth
BUD THE SPUD - MOBILE CLASS 1,Mobile - Class 1,Active,205 CORONATION AVE.,halifax
GALAH NATURAL UNREFINED TREATS - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
Boulangerie la Vendeenne - Wolfville Farmers Market,Public Market - Vendor,Active,24 ELM AVE.,wolfville
PARKLAND ESTATES,Eating Establishment,Active,378 YOUNG ST.,truro
MO AND JULES CATERING AND EATERY,Eating Establishment,Active,813 BEDFORD HWY.,bedford
HALIFAX EARLY CHILDHOOD SCHOOL,Eating Establishment,Active,5498 INGLIS ST.,halifax
SWISS/HARVEY'S 1189,Eating Establishment,Active,100 MAIN ST.,dartmouth
Adams Grill,Eating Establishment,Active,127 ARTHUR ST.,truro
SON'S COFFEE INC.,Eating Establishment,Active,5570 FENWICK ST.,halifax
BLOMIDON INN,Eating Establishment,Active,195 MAIN ST.,wolfville
SOBEYS #758,Eating Establishment,Active,268 BAKER DR. #758,dartmouth
FIVE GUYS ARGYLE,Eating Establishment,Active,1630 ARGYLE ST.,halifax
St George's Community Hall,Eating Establishment,Active,1146 PURCELLS COVE RD.,halifax
BRIGHTWOOD MARKET,Eating Establishment,Active,35 PORTLAND ST. UNIT 1,dartmouth
WENDY'S OLD FASHIONED HAMBURGERS,Eating Establishment,Active,138 WYSE RD.,dartmouth
LEONARDO'S CONVENIENCE,Food Shop,Active,95 CALEDONIA RD.,dartmouth
COLCHESTER COMMUNITY DAY CARE,Eating Establishment,Active,60 LORNE ST.,truro
RED MOUNTAIN FARM - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
COBURG SOCIAL BAR & CAFE,Eating Establishment,Active,6085 COBURG RD.,halifax
Eeyaa Fusion Indian Street Food,Eating Establishment,Active,1496 LOWER WATER ST.,halifax
LITTLE NICKY'S FISH & CHIPS,Mobile - Class 1,Active,371 WILLOW ST.,truro
DAVE'S DOGS,Mobile - Class 2,Active,35 LEAMAN DR.,dartmouth
JIMOLLY'S BAKERY CAFE,Eating Establishment,Active,76 INGLIS PL.,truro
LFBAKERY,Eating Establishment,Active,2063 GOTTINGEN ST.,halifax
ACROPOLE PIZZA TRURO,Eating Establishment,Active,148 ESPLANADE,truro
Food and Nutrition Shop,Food Shop,Active,6265 QUINPOOL RD.,halifax
Union Foodmart,Food Shop,Active,195 WYSE RD.,dartmouth
HALLIBURTON (THE),Eating Establishment,Active,5184 MORRIS ST.,halifax
TIM HORTONS 487,Eating Establishment,Active,245 ROBIE ST.,truro
WILSONS GAS STOP - Spryfield,Food Shop,Active,279 HERRING COVE RD.,halifax
NOSH & GOODS INC.,Food Shop,Active,185 WENTWORTH DR.,halifax
CINEPLEX CINEMAS PARK LANE,Eating Establishment,Active,5657 SPRING GARDEN RD.,halifax
ON THE WEDGE,Eating Establishment,Active,1595 BEDFORD HWY.,bedford
WENDY'S,Eating Establishment,Active,55 ROBIE ST.,truro
SUBWAY (Bancroft Lane),Eating Establishment,Active,26 BANCROFT LANE UNIT 5,dartmouth
NSCC-IVANY CAMPUS-3RD FLOOR COFFEE SHOP #77233,Eating Establishment,Active,"80 MAWIOMI PL. WING ""C""",dartmouth
CORNER STORE #2518,Food Shop,Active,220 VICTORIA RD.,dartmouth
LUCKY PENNY COFFEE CO.,Eating Establishment,Active,6440 QUINPOOL RD.,halifax
MCDONALD'S RESTAURANTS,Eating Establishment,Active,3486 KEMPT RD.,halifax
BENTO NOUVEAU (SUSHI BAR),Eating Establishment,Active,6139 QUINPOOL RD.,halifax
Second Cup - Halifax Shopping Centre,Food Shop,Active,7001 MUMFORD RD. UNIT 256A,halifax
Herring Cove Petro Canada,Food Shop,Active,231 HERRING COVE RD.,halifax
NSCC - INSTITUTE OF TECHNOLOGY CAMPUS #77231,Eating Establishment,Active,5685 LEEDS ST.,halifax
LI'S WOK & GRILL,Eating Establishment,Active,112 FRONT ST. 122,wolfville
"UNFILTERED DRINKING ""CHARM SCHOOL""",Eating Establishment,Active,6041 NORTH ST. UNIT 1,halifax
SUSHIBY BENTO NOUVEAU,Eating Establishment,Active,68 ROBIE ST.,truro
HALIFAX BACKPACKERS,Eating Establishment,Active,2193 GOTTINGEN ST.,halifax
VESSEL MEATS - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
2 DOORS DOWN FOOD & WINE,Eating Establishment,Active,149 HECTOR GATE,dartmouth
Triple A #1 Convenience Eli's Pizzeria,Eating Establishment,Active,47 CRANBERRY CRES.,dartmouth
ORGANIC EARTH MARKET,Eating Establishment,Active,6487 QUINPOOL RD.,halifax
Oregano Brazilian Flavours,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
ULTRAMAR GAS CONTAINING COUNTRY STYLE,Eating Establishment,Active,640 WINDMILL RD.,dartmouth
HEARTWOOD HYDROSTONE,Eating Establishment,Active,3061 GOTTINGEN ST.,halifax
BOWLARAMA,Eating Establishment,Active,31 ATLANTIC ST.,dartmouth
SPRYFIELD CONVENIENCE,Food Shop,Active,138 HERRING COVE RD.,halifax
SUBWAY #26321,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
McDonald's Restaurant #29712,Eating Establishment,Active,5675 SPRING GARDEN RD. SUITE A3,halifax
BOOST HEALTH,Food Shop,Active,660 BEDFORD HWY.,halifax
SALIM'S VARIETY / DONNINI'S PIZZA,Eating Establishment,Active,5576 NORTH ST.,halifax
KING OF DONAIR AND PIZZA,Eating Establishment,Active,6420 QUINPOOL RD.,halifax
CHARTS CAFE,Eating Establishment,Active,16 ELM AVE.,wolfville
RESTO URBAN DINING,Eating Establishment,Active,1516 BEDFORD HWY.,bedford
Flynn's Dairy Bar & Convenience,Eating Establishment,Active,5552 KAYE ST.,halifax
L'ECOLE ACADIENNE,Eating Establishment,Active,50 ABERDEEN ST. B,truro
VEGAN BUTCHER SHOP,Eating Establishment,Active,2278 GOTTINGEN ST.,halifax
MACQUARRIES DRUGS LIMITED,Food Shop,Active,179 ESPLANADE,truro
VICTORIA CHILDREN'S CENTRE,Eating Establishment,Active,91 PRINCE ALBERT RD.,dartmouth
Future Stars' Learning Centre,Eating Establishment,Active,6 ASTER CRT.,halifax
El Este Taqueria Grab N Go,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
DILL PICKLE SANDWICH BAR & CAFE (THE),Eating Establishment,Active,250 BAKER DR. SUITE 108,dartmouth
Bento Sushi (Atlantic Superstore),Eating Establishment,Active,40 HOGAN CRT.,bedford
SUBWAY,Eating Establishment,Active,575 MAIN ST. UNIT 4,dartmouth
KEARNEY LAKE PETRO CANADA,Food Shop,Active,124 KEARNEY LAKE RD.,halifax
PIZZA DELIGHT,Eating Establishment,Active,61 ROBIE ST.,truro
Green Valley Market,Food Shop,Active,3466 DUTCH VILLAGE RD.,halifax
LAWTONS #104,Food Shop,Active,46 PORTLAND ST.,dartmouth
FIELD GUIDE,Eating Establishment,Active,2082 GOTTINGEN ST.,halifax
HENRY HOUSE,Eating Establishment,Active,1222 BARRINGTON ST.,halifax
CULTUR,Eating Establishment,Active,7001 MUMFORD RD. UNIT 256A,halifax
IRON ROOSTER RESTAURANT,Eating Establishment,Active,1671 BARRINGTON ST.,halifax
BAILEYS SUPERMARKET,Food Shop,Active,1189 BEDFORD HWY.,bedford
Durty Nelly's Irish Pub,Eating Establishment,Active,1645 ARGYLE ST.,halifax
TIM HORTONS,Eating Establishment,Active,1047 BARRINGTON ST.,halifax
CIRCLE K # 2137,Eating Establishment,Active,30 GARY MARTIN DR.,bedford
WOODEN MONKEY (THE),Eating Establishment,Active,1707 GRAFTON ST.,halifax
CHEACHIE'S GRILL & TEQUILA BAR,Eating Establishment,Active,102 CHAIN LAKE DR.,halifax
ALEXANDRA'S PIZZA SPRYFIELD,Eating Establishment,Active,378 HERRING COVE RD.,halifax
Joe's Meat Market,Food Shop,Active,2370 GOTTINGEN ST.,halifax
CREATIVE CUP CAFE,Eating Establishment,Active,2792 GOTTINGEN ST.,halifax
DADA'S KITCHEN,Eating Establishment,Active,5161 GEORGE ST.,halifax
The Osney,Eating Establishment,Active,5783 CHARLES ST.,halifax
CLARMAR CARE,Eating Establishment,Active,200 MAIN ST.,dartmouth
YWCA EARLY LEARNING CENTER,Eating Establishment,Active,358 HERRING COVE RD.,halifax
TIM HORTONS,Eating Establishment,Active,159 MAIN ST.,dartmouth
SCOTIABANK CENTRE - PIZZA (EAST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
FATTOUSH RESTAURANT,Eating Establishment,Awaiting Application,56 SUPREME CRT. UNIT 5,halifax
THAI EXPRESS SPRING GARDEN,Eating Establishment,Active,5475 SPRING GARDEN RD.,halifax
TIN PAN ALLEY,Eating Establishment,Active,5201 DUKE ST.,halifax
MAY GARDEN CHINESE RESTAURANT (Mill Cove),Eating Establishment,Active,961 BEDFORD HWY. UNIT 105,bedford
CAFE AROMA LATINO,Eating Establishment,Active,5780 NORTH ST.,halifax
BAINI'S PIZZA,Eating Establishment,Active,363 CALDWELL RD.,dartmouth
TURKISH DELIGHT KEBAB HOUSE,Eating Establishment,Awaiting Application,5680 SPRING GARDEN RD. UNIT 1,halifax
COSTCO WHOLESALE,Eating Establishment,Active,230 CHAIN LAKE DR.,halifax
SOBEYS #574,Eating Establishment,Active,1120 QUEEN ST.,halifax
Circle K #2510,Food Shop,Active,575 MAIN ST. UNIT 4,dartmouth
M&M FOOD MARKET #158,Food Shop,Active,68 ROBIE ST.,truro
SILVER CRESCENT ACADEMY CHILDREN CENTER,Eating Establishment,Active,3845 JOSEPH HOWE DR.,halifax
Fan's Restaurant,Eating Establishment,Active,451 WINDMILL RD.,dartmouth
BIRDIES BREAD CO.,Eating Establishment,Awaiting Application,380 PLEASANT ST.,dartmouth
REAL CANADIAN WHOLESALE CLUB #307,Food Shop,Active,7111 CHEBUCTO RD.,halifax
CHEEKY NEIGHBOUR,Eating Establishment,Active,6024 QUINPOOL RD.,halifax
COURTYARD BY MARRIOTT HALIFAX DOWNTOWN (HOTEL),Eating Establishment,Active,5120 SALTER ST.,halifax
"GRECO PIZZA/CAPT. SUB COMBO, PAD 1",Eating Establishment,Active,245 ROBIE ST.,truro
BIRD'S NEST CAFE - BARRINGTON,Eating Establishment,Active,1547 BARRINGTON ST.,halifax
LA CUCINA CAFE PIZZERIA & SPAGHETTI HOUSE,Eating Establishment,Active,151 HECTOR GATE,dartmouth
DIVINE DISHES CATERING,Eating Establishment,Active,252 WAVERLEY RD.,dartmouth
MODERN ORCHID,Eating Establishment,Active,171 HECTOR GATE,dartmouth
WALMART - Chain Lake Drive #3138,Food Shop,Active,220 CHAIN LAKE DR.,halifax
KEARNEY LAKE ESSO,Food Shop,Active,111 KEARNEY LAKE RD.,halifax
SUSHI NAMI ROYALE,Eating Establishment,Active,201 CHAIN LAKE DR.,halifax
CHA BAA THAI RESTAURANT #4,Eating Establishment,Active,5858 DEMONE ST.,halifax
PIZZA GIRLS,Eating Establishment,Active,394 PORTLAND ST.,dartmouth
TIM HORTONS,Eating Establishment,Active,370 MAIN ST.,wolfville
BIG RAY ASIAN STORE LTD,Food Shop,Awaiting Application,17 TITUS ST.,halifax
D & A FOOD SERVICES LIMITED,Eating Establishment,Active,552 WINDMILL RD.,dartmouth
CHATER MEAT MARKET,Food Shop,Active,250 WYSE RD.,dartmouth
BOMBAY SPICES,Food Shop,Active,30 FARNHAM GATE RD.,halifax
ELIOT & VINE RESTAURANT,Eating Establishment,Active,2305 CLIFTON ST.,halifax
MIKMAW NATIVE FRIENDSHIP CENTRE,Eating Establishment,Active,2158 GOTTINGEN ST.,halifax
DOCKSIDE FOOD COURT (ARAMARK),Eating Establishment,Active,923 ROBIE ST.,halifax
SECOND CUP,Eating Establishment,Active,49 GALE TERR.,dartmouth
DUCK DUCK GOOSE CHILDREN'S CENTRE,Eating Establishment,Active,16 PORTLAND ESTATES BLVD.,dartmouth
SEVEN BAYS BOULDERING BAYER'S LAKE,Eating Establishment,Active,114 CHAIN LAKE DR.,halifax
BENTO SUSHI IN SOBEYS (MUMFORD ROAD),Eating Establishment,Active,6990 MUMFORD RD.,halifax
AS YOU LIKE IT SANDWICH BAR,Eating Establishment,Awaiting Application,1791 BARRINGTON ST.,halifax
SCOTIABANK CENTRE - HALIFAX BBQ (EAST),Eating Establishment,Active,1800 ARGYLE ST.,halifax
WILLOWBRAE CHILDCARE ACADEMY,Eating Establishment,Active,110 GARLAND AVE.,dartmouth
MCDONALD'S RESTAURANTS#5652,Eating Establishment,Active,6324 QUINPOOL RD.,halifax
SHOPPERS DRUG MART,Food Shop,Active,106 ROBIE ST.,truro
Finsbury Market,Eating Establishment,Active,6516 CHEBUCTO RD.,halifax
"HAMPTON INN BY HILTON ""HALIFAX DOWNTOWN""",Eating Establishment,Active,1960 BRUNSWICK ST.,halifax
PLEASANT STREET DINER,Eating Establishment,Active,205 PLEASANT ST.,dartmouth
SHIRAZ RESTAURANT,Eating Establishment,Active,1240 HOLLIS ST.,halifax
GARNET REID - ALDERNEY LANDING FARMERS MARKET,Public Market - Vendor,Active,2 OCHTERLONEY ST.,dartmouth
RUSH HOUR PIZZA,Eating Establishment,Active,3646 WINDSOR ST.,halifax
TIM HORTONS,Eating Establishment,Active,6455 QUINPOOL RD.,halifax
JOE TOULANY'S PIZZA,Eating Establishment,Active,590 PORTLAND ST.,dartmouth
KIDS AND COMPANY,Eating Establishment,Active,65 DELLRIDGE LANE UNIT,bedford
COFFEE MATTERS CAFE,Eating Establishment,Awaiting Application,2761 GLADSTONE ST.,halifax
HOUSE OF HALAL GROCERIES,Food Shop,Awaiting Application,14 TITUS ST.,halifax
CAROLE DOWNEY - TRURO FARMERS MARKET,Public Market - Vendor,Awaiting Application,15 YOUNG ST.,truro
BOXCAR SOCIAL,Eating Establishment,Awaiting Application,1625 MARKET ST.,halifax
CONNIE'S BAKERY - TRURO FARMERS MARKET,Public Market - Vendor,Active,15 YOUNG ST.,truro
UNCLE BUCKS,Eating Establishment,Active,5 DENTITH RD.,halifax
HUNGRY HUT (THE),Eating Establishment,Active,135 OCHTERLONEY ST.,dartmouth
Kai Bradys Fancy Dive Bar,Eating Establishment,Active,5679 SPRING GARDEN RD.,halifax
EL GALLO MEXICAN CUISINE - WOLFVILLE FARMERS MARKET,Public Market - Vendor,Active,24 ELM AVE.,wolfville
CHARGER,Eating Establishment,Awaiting Application,5990 SPRING GARDEN RD.,halifax
SWEE TEA HOUSE,Eating Establishment,Awaiting Application,1239 BARRINGTON ST.,halifax
RABBIT HOLE,Eating Establishment,Active,1452 DRESDEN ROW,halifax
SECOND CUP,Food Shop,Active,660 PORTLAND ST.,dartmouth
WEDGEWOOD LITTLE SCHOOL,Eating Establishment,Active,55 KEARNEY LAKE RD.,halifax
PIZZA FARM,Eating Establishment,Awaiting Application,177 ARTHUR ST.,truro
ROBERTS PIZZERIA AND DONAIR,Eating Establishment,Active,364 WINDMILL RD.,dartmouth
ARGYLE SUBWAY,Eating Establishment,Active,1560 ARGYLE ST.,halifax
WOODSIDE TAVERN LIMITED,Eating Establishment,Active,209 PLEASANT ST.,dartmouth
EL GALLO MEXICAN CUISINE - HALIFAX BREWERY MARKET,Public Market - Vendor,Active,1496 LOWER WATER ST.,halifax
KFC,Eating Establishment,Active,971 COLE HARBOUR RD,dartmouth
ROBYN'S VARIETY STORE,Eating Establishment,Awaiting Application,6169 QUINPOOL RD.,halifax
HAPPY KIDS INDOOR PLAYGROUND LIMITED,Food Shop,Awaiting Application,27 DELLRIDGE LANE UNIT,bedford
NOGGINS FARM @ SANTE CENTRE,Food Shop,Active,50 GARY MARTIN DR.,bedford
Booster Juice,Eating Establishment,Active,911 PRINCE ST. UNIT,truro
YOU LIKE IT CHINESE RESTAURANT,Eating Establishment,Active,301 MAIN ST.,dartmouth
DARTMOUTH CURLING CLUB,Eating Establishment,Active,35 CANAL ST.,dartmouth
WOK YOUR WAY RESTAURANT,Eating Establishment,Active,535 PORTLAND ST.,dartmouth
XIAO YU HOMESTYLE NOODLE,Eating Establishment,Active,5385 INGLIS ST.,halifax
BEST WESTERN-GLENGARRY,Eating Establishment,Awaiting Application,150 WILLOW ST.,truro
AFISHIOINADO FISH MONGERS,Food Shop,Awaiting Application,2867 ISLEVILLE ST.,halifax
STILLWELL BEERGARDEN,Eating Establishment,Active,5688 SPRING GARDEN RD.,halifax
WENDY'S RESTAURANT,Eating Establishment,Active,581 PORTLAND ST.,dartmouth
CHATEAU BEDFORD HOTEL & SUITES,Eating Establishment,Active,133 KEARNEY LAKE RD.,halifax
SUNNYBRAE AFTER SCHOOL PROGRAM,Eating Establishment,Active,65 SUNNYBRAE AVE.,halifax
JEAN'S CHINESE RESTAURANT,Eating Establishment,Active,5929 SPRING GARDEN RD.,halifax
East Dartmouth Community Centre,Eating Establishment,Active,50 CALEDONIA RD.,dartmouth
BUDAPEST BISZTRO,Eating Establishment,Active,650 WASHMILL LAKE DR.,halifax
PETRO CANADA,Food Shop,Active,105 MAIN ST.,dartmouth
CASABLANCA AUTHENTIC MOROCCAN CUISINE,Eating Establishment,Active,1532 QUEEN ST.,halifax
"QEII Infirmary Kitchenettes (Rm 4182, 7279, 8279)",Eating Establishment,Active,1799 ROBIE ST.,halifax
SZECHUAN RESTAURANT,Eating Establishment,Active,950 BEDFORD HWY.,bedford
SHOPPERS DRUG MART,Food Shop,Active,5524 SPRING GARDEN RD.,halifax
